_id,categoria,link,nombre,puntuacion,ubicacion,lat,long
Dreams,Bares y discotecas,No disponible,Dreams,3.0,"Calle Hileras 13, 28013 Madrid España",40.4179792,-3.7074056
Oba-Oba,Bares y discotecas,No disponible,Oba-Oba,3.0,"Calle Jacometrezo 4, 28013 Madrid España",40.4203418,-3.7071636995429937
Elena Benarroch,Tiendas de regalos y especializadas,http://www.elenabenarroch.es/,Elena Benarroch,2.0,"Calle Jose Ortega y Gasset 14, 28001 Madrid España",40.5202676,-4.2468198
Drunken duck Madrid,Bares y discotecas,http://www.drunkenduck.es/,Drunken duck Madrid,2.5,"c/ Almansa 75, 28040 Madrid España",40.4467646,-3.8027085
New Pub 301,Bares y discotecas,https://www.facebook.com/pub301/,New Pub 301,1.0,"Canal de Suez 2, 28042 Madrid España",40.4729957,-3.579645
Chalet de Corcho,Interés arquitectonico,No disponible,Chalet de Corcho,2.0,"P.º de la Virgen del Puerto, 28013 Madrid España",40.4198372,-3.720036
Barracudas Rock Bar,"['Bares y discotecas', 'Clubs de comedia']",http://www.barracudasrockbar.com/,Barracudas Rock Bar,3.0,"Calle Brescia, 19, 28028 Madrid España",40.436587,-3.6645274
Madklyn,Bares y discotecas,http://www.facebook.com/Madklyn,Madklyn,3.0,"San Andres 12, 28004 Madrid España",40.2851175,-3.7955493
Klimt,Bares y discotecas,http://klimt.bar/,Klimt,3.0,"Calle del Capitan Haya 48, 28020 Madrid España",40.4615898,-3.6915074
Rick's,Bares gay,No disponible,Rick's,3.0,"Calle Clavel 8, 28004 Madrid España",40.338494749999995,-3.8690861131751637
Lola Aranda Goya - Manuel Becerra,Spas,http://www.lolaaranda.es/salon-de-belleza-peluqueria-estetica-manuel-becerra/,Lola Aranda Goya - Manuel Becerra,3.0,"Calle de Alcala 134, 28009 Madrid España",40.42672595,-3.6710971169080784
Bar Los Avilas,Bares y discotecas,tel:%2B34%20917%2064%2040%2014,Bar Los Avilas,3.0,"c/ Chiquinquira 54, 28033 Madrid España",40.471190750000005,-3.6331489080455697
Malabar,Bares y discotecas,tel:%2B34%20915%2031%2013%2017,Malabar,3.0,"Plaza dos de Mayo 9, 28004 Madrid España",40.5019813,-4.2374256
Pavoneo,Bares y discotecas,https://www.facebook.com/pavoneomadrid/,Pavoneo,1.0,"Calle Belen 9, 28004 Madrid España",40.4242708,-3.6962223
Meson Fernando,Bares y discotecas,tel:%2B34%20914%2003%2052%2000,Meson Fernando,1.0,"calle sambara 67, 28027 Madrid España",40.4347467,-3.6494043
Indala,Bares y discotecas,https://www.facebook.com/indalachillout/,Indala,1.0,"Calle de Santa Virgilia 29, 28033 Madrid España",40.476538649999995,-3.639853365411593
Mercurio,Bares y discotecas,https://www.facebook.com/pages/category/Pub/Mercurio-130116133715325/,Mercurio,3.0,"Calle de San Vicente Ferrer 17, 28004 Madrid España",40.4256127,-3.7027497
Vendetta,Bares y discotecas,http://www.facebook.com/MadridVendetta,Vendetta,2.5,"Calle Bailén 26, 28005 Madrid España",40.4112295,-3.7140642
Handmade Beauty,Spas,http://handmadebeauty-db.com/centros/,Handmade Beauty,1.0,"Calle Lagasca 58, 28001 Madrid España",40.4270372,-3.685078
Copernico,Bares y discotecas,http://salacopernico.es/,Copernico,2.5,"Calle de Fernandez de los Rios 67, 28015 Madrid España",40.4352712,-3.7136635
Centro Deportivo Municipal La Elipa,Complejos deportivos,https://www.madrid.es/portales/munimadrid/es/Inicio/El-Ayuntamiento/Equipamientos-deportivos/Centros-deportivos-/Deportes/Tenis-de-mesa/Centro-Deportivo-Municipal-La-Elipa/?vgnextfmt=default&vgnextoid=f6b842be9971c010VgnVCM1000000b205a0aRCRD&vgnextchannel=37ec50ccf45c6310VgnVCM1000000b205a0aRCRD,Centro Deportivo Municipal La Elipa,2.5,"Calle del Alcalde Garrido Juaristi 17, 28030 Madrid España",40.4135869,-3.6529625
El Salon de Idiomas,Clases y talleres,http://www.elsalondeidiomas.es/,El Salon de Idiomas,2.5,"Calle Manzana 5, 28015 Madrid España",40.3083426,-3.7277418
Rent Bull Luxury Car Rental,Alquiler de equipamiento,http://es.rentbull.es/,Rent Bull Luxury Car Rental,2.5,"Calle Corazon de Maria 7, 28002 Madrid España",40.665016,-3.7736877
Licores Madrueño,Tiendas de regalos y especializadas,http://marianomadrueno.es/,Licores Madrueño,2.5,"Calle Calatrava 19, 28005 Madrid España",40.4092392,-3.7117615
Studio 22 Peluqueria y Estetica,Spas,http://studio22madrid.es/,Studio 22 Peluqueria y Estetica,1.0,"Calle del Principe Carlos 22, 28050 Madrid España",40.4883105,-3.6507076
Star Taxi Mercedes,Taxis y lanzaderas,http://www.taximercedes.com/,Star Taxi Mercedes,1.0,"Calle Trespaderne 7, 28042 Madrid España",40.4515538,-3.5813158
Go City | Madrid,"['Visitas urbanas guiadas', 'Tours culturales', 'Tours de patrimonio histórico', 'Autobuses turísticos', 'Tours en bicicleta', 'Recorridos en barco', 'Recorridos a pie', 'Visitas turísticas guiadas', 'Tours en autobús', 'Excursiones de un día']",tel:%2B448000903140,Go City | Madrid,2.5,"Go City | Madrid, Madrid",37.7216497,-122.432629
Dalí,Bares y discotecas,https://dali-1.ueniweb.com/?utm_campaign=gmb,Dalí,2.5,"Calle de las Huertas 14, 28012 Madrid España",40.413888,-3.7004994
Moma323,Bares y discotecas,https://www.facebook.com/MomaIrishTavern/,Moma323,3.0,"Av de Logroño 323, 28042 Madrid España",40.4723211,-3.5820836
DISCOTECA GAYARRE,Discotecas y salas de baile,http://www.gayarrecopas.com/,DISCOTECA GAYARRE,3.0,"Paseo de la Castellana, 118, 28036 Madrid España",40.4630575,-3.6895649
RepubliK Club,Bares y discotecas,https://www.facebook.com/RepublikClub/,RepubliK Club,2.0,"Calle de la Puebla, 6, 28004 Madrid España",40.422138,-3.7023525
Frutería Los Primos,Tiendas de regalos y especializadas,No disponible,Frutería Los Primos,2.5,"Plaza de San Vicente de Paul 20, 28025 Madrid España",40.3849146,-3.7262184
Madrid Sol y Agua,Spas,http://www.madridsolyagua.com/,Madrid Sol y Agua,2.5,"Calle de La Infanta Mercedes 36, 28020 Madrid España",40.4571266,-3.6977382
EL FABULOSO,Bares y discotecas,https://www.facebook.com/elfabulosobar/,EL FABULOSO,2.5,"Calle Estrella 3, 28053 Madrid España",40.3489097,-4.0270044
AJ Estilistas,Spas,http://www.ajestilistas.es/,AJ Estilistas,1.0,"Calle Embajadores 260, 28045 Madrid España",40.3852783,-3.6867536
Alive!,"['Bares y discotecas', 'Discotecas y salas de baile']",http://www.alivemusic.es/,Alive!,2.0,"Calle de San Felipe Neri 4, 28013 Madrid España",40.4164624,-3.7083354
Living,Discotecas y salas de baile,No disponible,Living,1.0,"Avenida de Brasil 7, 28020 Madrid España",40.4547254,-3.6939836
Elisabetta Franchi,Tiendas de regalos y especializadas,tel:%2B34%20689%2033%2062%2070,Elisabetta Franchi,1.0,"C/ Claudio Coello 35, 28001 Madrid España",40.5933476,-4.1454071
Pintamonas,Clases y talleres,https://www.pintamonas.net/,Pintamonas,1.0,"Calle Hermanos Machado 27, 28017 Madrid España",40.4095276,-3.8978057
Carrefour Viajes,Tours de varios días,https://www.viajes.carrefour.es/viajar,Carrefour Viajes,1.0,"Carrefour Viajes, Madrid",40.4590546,-3.448556
Ruben Galarreta,Puntos emblemáticos y de interés,http://www.rubengalarreta.com/es/,Ruben Galarreta,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle San Marcos, 8, 28004 Madrid España",40.2083707,-3.5693195
Emporio Madrid Bar,"['Bares y discotecas', 'Discotecas y salas de baile']",tel:%2B34%20915%2023%2003%2063,Emporio Madrid Bar,1.0,"Calle Hernan Cortes 21, 28004 Madrid España",40.3089611,-3.7378546
Discoteca Marmara Madrid,"['Bares y discotecas', 'Discotecas y salas de baile']",tel:%2B34%20913%2050%2064%2051,Discoteca Marmara Madrid,1.5,"Calle Padre Damian 23, 28036 Madrid España",40.7001245,-3.9691504
Vlun,Spas,http://www.vlun.es/,Vlun,2.5,"Calle Caridad 25, 28007 Madrid España",40.4018328,-3.6756521
Cinesa Proyecciones,Cines,http://www.cinesa.es/,Cinesa Proyecciones,3.0,"Calle Fuencarral 136, 28010 Madrid España",40.4315549,-3.7029393365099326
malababa,Tiendas de regalos y especializadas,http://www.malababa.es/,malababa,3.0,"Calle Santa Teresa 5, 28004 Madrid España",40.4738553,-3.3772034
Hi! Fitness Sports Club,"['Gimnasios', 'Yoga y pilates']",http://hi-fitness.es/home-madrid-norte/,Hi! Fitness Sports Club,1.0,"Calle de San Enrique 22, 28020 Madrid España",40.4559458,-3.6992418
But,Discotecas y salas de baile,http://www.ochoymedioclub.com/,But,2.5,"Calle Barcelo 11, 28004 Madrid España",40.4269645,-3.6995815
Veinti 7,Bares y discotecas,https://www.facebook.com/Veinti7/,Veinti 7,3.0,"Calle San Mateo 26, 28004 Madrid España",40.402188,-3.9994854
La Parada,Bares y discotecas,tel:%2B34%20914%2048%2020%2008,La Parada,2.0,"Calle Acuerdo 31, 28015 Madrid España",40.4287851,-3.707997
Radio Taxi Madrid Aeropuerto,Taxis y lanzaderas,http://www.taxiaeropuertobarajas.com/,Radio Taxi Madrid Aeropuerto,3.0,"Calle Carranza 4, 28004 Madrid España",40.4292864,-3.7030548
La Chocita Sueca,"['Bares y discotecas', 'Discotecas y salas de baile']",https://www.facebook.com/pages/La-Chocita-Sueca/148117501904033,La Chocita Sueca,2.5,"Calle de Luchana, 6, 28010 Madrid España",40.42933625,-3.701065006108938
UMBRELLA,Bares y discotecas,tel:%2B34%20695%2053%2020%2016,UMBRELLA,2.0,"C/ANTONIO LOPEZ 246, 28026 Madrid España",40.4542864,-3.7996377
La Psiqué,Bares y discotecas,tel:%2B34%20630%2035%2029%2070,La Psiqué,"Esta actividad todavía no tiene puntuación, ¡se el primero!","C/ Espiritu Santo,40, 28004 Madrid España",40.1341257,-3.3388335
Cinesa Manoteras,Cines,http://cinesa.es/,Cinesa Manoteras,2.5,"Avenida Manoteras 40, 28050 Madrid España",40.4860343,-3.6656428
The Red Lion,Bares y discotecas,http://www.leonrojo.com/,The Red Lion,2.5,"Calle de Juan Hurtado de Mendoza 9, 28036 Madrid España",40.4605644,-3.6875639
Mezcaleria Alambique,Bares y discotecas,http://www.facebook.com/MezcaleriAlambique/,Mezcaleria Alambique,3.0,"Calle del Principe de Anglona 1, 28005 Madrid España",40.4132002,-3.7106094
Central Park Karaoke,Bares de karaoke,https://www.facebook.com/karaokecentralpark/,Central Park Karaoke,1.0,"Avenida de Menendez Pelayo, 67, 28007 Madrid España",40.412560400000004,-3.6761815560765077
Taxi Aeropuerto Madrid,Taxis y lanzaderas,http://www.taxi-aeropuerto-madrid.com/,Taxi Aeropuerto Madrid,2.5,"Taxi Aeropuerto Madrid, Madrid",40.4523468,-3.5842587
Juguetería Poly,Tiendas de regalos y especializadas,https://www.tripadvisor.es/RestaurantsNear-g187514-d4700191-Jugueteria_Poly-Madrid.html,Juguetería Poly,2.5,"Juguetería Poly, Madrid",40.4217137,-3.7085551
El Truco,Bares y discotecas,tel:%2B34%20915%2032%2089%2021,El Truco,2.0,"Calle Gravina 10, 28004 Madrid España",40.4230328,-3.6977796
Nuit Madrid,Bares y discotecas,http://www.nuitmadrid.es/#!inicio,Nuit Madrid,2.5,"Calle Orense 10, 28020 Madrid España",40.4878225,-3.353238
Yelmo Cines,Cines,http://yelmocines.es/,Yelmo Cines,2.5,"Calle del Doctor Cortezo 6, 28012 Madrid España",40.4136608,-3.7038862985176424
Vertical Park,Escaladas guiadas,tel:%2B34%20912%2097%2046%2079,Vertical Park,2.0,"Vertical Park, Madrid",40.4479943,-3.5865617
El Rincón del Arte Nuevo,Bares y discotecas,http://www.elrincondelartenuevo.com/,El Rincón del Arte Nuevo,2.5,"Calle Segovia 17, 28005 Madrid España",40.431929499999995,-3.5325249362253066
Espacio Ibercaja Delicias,Teatros,https://planletsgo.com/espacio-delicias/,Espacio Ibercaja Delicias,1.5,"Calle del Parroco Eusebio Cuenca, 63, 28045 Madrid España",40.3962077,-3.6895035
Medias Puri,Discotecas y salas de baile,http://mediaspuri.com/,Medias Puri,2.5,"Plaza Tirso De Molina, 1, 28012 Madrid España",40.3045758,-3.7367265
Forty SIX,Bares y discotecas,tel:%2B34%20600%2000%2000%2000,Forty SIX,2.5,"ALBERTO ALCOCER 46, 28016 Madrid España",40.4583293,-3.6801966
BOWI,"['Bares y discotecas', 'Discotecas y salas de baile']",https://www.facebook.com/BowiMadrid/,BOWI,1.0,"Calle Galileo 26, 28015 Madrid España",40.432557,-3.7102018
Cafetería Isla 15,Bares y discotecas,tel:%2B34%20911%2055%2081%2004,Cafetería Isla 15,1.5,"Virgen de Nuria, 15, 28027 Madrid España",40.4364995,-3.6520605
El Bulldog,Bares gay,http://elbulldogbar.com/,El Bulldog,1.5,"San Bartolomé 16, 28004 Madrid España",40.7675296,-3.5102594
Lidl,"['Grandes almacenes', 'Mercadillos', 'Centros comerciales']",No disponible,Lidl,2.0,"Calle Sierra Toledana 33, 28038 Madrid España",40.2714182,-3.7542688
RT Madrid,Taxis y lanzaderas,http://www.rtmadrid.com/company,RT Madrid,"Esta actividad todavía no tiene puntuación, ¡se el primero!","RT Madrid, Madrid",40.6746857,-4.0923813
Hangar 48,Bares y discotecas,http://www.hangar48.com/,Hangar 48,1.5,"Calle Bailen 24, 28005 Madrid España",40.4113725,-3.714239865058788
Sol y Sombra,Bares y discotecas,http://www.solysombra.name/,Sol y Sombra,2.0,"Calle Echegaray 18, 28014 Madrid España",40.3278157,-3.8604401
B12 The Bar Lab,Bares y discotecas,tel:%2B34%20629%2071%2058%2085,B12 The Bar Lab,2.5,"Calle de Joaquín Costa, 27, 28002 Madrid España",40.4421643,-3.6824567
Emt,Servicios de autobús,http://www.emtmadrid.es/,Emt,2.5,"Emt, Madrid",40.4763598,-3.6839378
Limusinas Imac,Taxis y lanzaderas,http://www.limusinasimac.com/,Limusinas Imac,1.0,"Calle cid 7, 28001 Madrid España",40.5678054,-3.5057546845155976
Imaginarium,Tiendas de regalos y especializadas,http://www.imaginarium.es/,Imaginarium,2.5,"Imaginarium, Madrid",40.4473778,-3.5871177
Balneario Aguai+,Baños turcos,http://www.aguaimas.es/,Balneario Aguai+,2.0,"Calle Pedroneras 11, 28043 Madrid España",40.4656889,-3.6307833
Escuela de Cocina Conversa,"['Clases y talleres', 'Clases de cocina']",https://www.cocinaconversa.com/,Escuela de Cocina Conversa,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Tordesillas, 27, 28044 Madrid España",40.3664555,-3.7596107
Perfumería Julia Madrid,Tiendas de regalos y especializadas,http://www.perfumeriajulia.es/,Perfumería Julia Madrid,2.5,"Perfumería Julia Madrid, Madrid",40.4267231,-3.6942449
La Que Faltaba,Discotecas y salas de baile,https://www.facebook.com/La-Que-Faltaba-Disco-1195618327254468/,La Que Faltaba,1.5,"Calle Ponzano 7, 28010 Madrid España",40.4377349,-3.6994988
Be Madrid,"['Visitas urbanas guiadas', 'Tours de varios días', 'Tours nocturnos', 'Clases de cocina', 'Tours privados', 'Excursiones de un día']",tel:%2B34910422093,Be Madrid,1.0,"Be Madrid, Madrid",40.37619735,-3.632531076918604
Shoko,Discotecas y salas de baile,http://www.shokomadrid.com/,Shoko,2.0,"Calle de Toledo, 86, 28005 Madrid España",40.40881795,-3.7108497418300646
Cinesa,Cines,http://www.cinesa.es/Cines/Barnasud,Cinesa,2.0,"Cinesa, Madrid",40.4186309,-3.6205303
Árticus - La Estrella De La Navidad,Parques temáticos y de atracciones,https://articus.es/,Árticus - La Estrella De La Navidad,1.0,"Rda. Lago Recinto Ferial, 28011 Madrid España",40.4159707,-3.7384103
Chango Club,Bares y discotecas,http://www.changoclub.es/,Chango Club,1.5,"Calle Covarrubias 42, 28010 Madrid España",40.4316301,-3.6981169
Gunilla Club,"['Bares y discotecas', 'Discotecas y salas de baile']",http://www.gunilla1882.com/,Gunilla Club,1.5,"Paseo de Recoletos, 16, 28001 Madrid España",40.422624,-3.691016
Eurekakids,Tiendas de regalos y especializadas,http://www.eurekakids.net/,Eurekakids,2.0,"Eurekakids, Madrid",40.4295441,-3.7028097
Liberty Supper Club,Bares y discotecas,tel:%2B34%20689%2067%2051%2019,Liberty Supper Club,1.0,"Calle de Juan Bravo 31, 28006 Madrid España",40.4327679,-3.6789308
Le Boutique Club,Discotecas y salas de baile,http://www.leboutique.es/,Le Boutique Club,1.5,"Serrano 45, 28001 Madrid España",40.4287604,-3.6874038
Alma en Pena,Tiendas de regalos y especializadas,http://www.almaenpena.es/es/home,Alma en Pena,1.5,"Calle de Augusto Figueroa 29, 28004 Madrid España",40.4223742,-3.698212
Spa Zenter,"['Baños turcos', 'Spas']",http://www.spazenter.com/,Spa Zenter,1.5,"Avenida Burgos 131, 28050 Madrid España",40.49840385,-3.6648453063739828
ALSA,Servicios de autobús,http://www.alsa.es/,ALSA,2.0,"ALSA, Madrid",40.4314167,-3.6319809
Bling Bling Madrid,Bares y discotecas,http://www.blingblingmadrid.com/,Bling Bling Madrid,1.5,"Calle de Génova 28, 28004 Madrid España",40.4253941,-3.6919785
Cercanias Madrid,"['Servicios ferroviarios', 'Sistemas de transporte público']",http://www.renfe.com/viajeros/cercanias/madrid,Cercanias Madrid,2.0,"Cercanias Madrid, Madrid",40.4168512,-3.7028273
Twicity,Alquiler de equipamiento,tel:%2B34%20912%2081%2061%2081,Twicity,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Isabel La Catolica No 5, 28013 Madrid España",40.6184884,-3.4002397
Sala Exoticae,Tiendas de regalos y especializadas,http://www.salaexoticae.com/,Sala Exoticae,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Escorial 17, 28004 Madrid España",40.424221,-3.7041171
Amor Brujo Madrid,Bares y discotecas,No disponible,Amor Brujo Madrid,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Canos del Peral 6, 28013 Madrid España",40.4189239,-3.70843
Fígaro Café,Bares y discotecas,http://figarocafe.es/,Fígaro Café,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Amnistía 5, 28013 Madrid España",40.4171616,-3.7105649
H33 Sport,Otras actividades al aire libre,tel:%2B34%20911%2061%2001%2015,H33 Sport,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Paseo Habana 33, 28036 Madrid España",40.4530523,-3.6851534
Triana PUB,Bares y discotecas,https://www.facebook.com/TrianaPub/,Triana PUB,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Sangenjo 24, 28034 Madrid España",40.4853807,-3.6989454
Katerina,"['Tours culturales', 'Tours de patrimonio histórico', 'Tours privados']",mailto:kabanskaya2003@yahoo.com,Katerina,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Katerina, Madrid",14.297683750000001,-90.78546025283256
Estetica Sentidos,Spas,http://www.esteticasentidos.com/,Estetica Sentidos,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Castello 122, 28006 Madrid España",40.4370731,-3.6804017
Delujo Zone,Spas,http://delujozone.com/,Delujo Zone,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Plaza de Pedro Zerolo 4, 28004 Madrid España",40.4213536,-3.6996697
Rizos,Spas,http://www.rizos.es/,Rizos,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Paseo Habana 9, 28036 Madrid España",40.4494173,-3.6893307
Sedatio by Cristina Aranda,Spas,http://sedatiobienestar.com/,Sedatio by Cristina Aranda,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de Maria de Guzman 37, 28003 Madrid España",40.4441768,-3.700437
Deliana Centro de Bienestar,Spas,http://deliana.es/,Deliana Centro de Bienestar,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Coslada 12, 28028 Madrid España",40.4373743,-3.6750796
Estetica Equilibra,Spas,http://esteticaequilibra.com/contacto/,Estetica Equilibra,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Padilla 74, 28006 Madrid España",40.6191274,-4.2760921
Belleza Con Alma,Spas,http://bellezaconalma.es/,Belleza Con Alma,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Ocana 46, 28047 Madrid España",40.3853854,-3.7594046
Bodega Del Real Cortijo,Bodegas y viñedos,http://realcortijo.com/,Bodega Del Real Cortijo,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de Leon Ruiz Ruiz, 0, 28300 Madrid España",40.0547354,-3.5657461
Haranna,Tiendas de regalos y especializadas,http://www.haranna.es/,Haranna,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Ballesta 3, 28004 Madrid España",40.422211,-3.7033428
Librería Dedalus,Bibliotecas,http://www.instagram.com/libreriadedalus,Librería Dedalus,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Los Madrazo 26, 28014 Madrid España",40.4176566,-3.6955775
Brooklyn Fitboxing International,Gimnasios,http://www.brooklynfitboxing.com/web/spain/center/las-tablas,Brooklyn Fitboxing International,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de Isabel Colbrand 10, 28050 Madrid España",40.5118456,-3.6746639
El Estudio de Prado,Yoga y pilates,http://www.elestudiodeprado.com/,El Estudio de Prado,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de Santa Engracia 3, 28010 Madrid España",40.4329801,-3.6978731
Galería Nelson Madero,Galerías de arte,http://www.nelsonmadero.com/,Galería Nelson Madero,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Avenida Donostiarra 6, 28027 Madrid España",40.4348749,-3.657778
13 Notas,Bares de karaoke,http://www.13notas.es/,13 Notas,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de Arias Montano, 28, 28007 Madrid España",40.4098645,-3.6711954
Centro Cultural Galileo,Teatros,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cultura-y-ocio/Centro-Cultural-Galileo?vgnextfmt=default&vgnextoid=772f53a9b458b010VgnVCM100000d90ca8c0RCRD&vgnextchannel=c937f073808fe410VgnVCM2000000c205a0aRCRD,Centro Cultural Galileo,5.0,"Centro Cultural Galileo, Madrid",40.4338914,-3.710497930457464
Terraza Bolero,Bares y discotecas,No disponible,Terraza Bolero,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Paseo Castellana 33, 28046 Madrid España",40.4319567,-3.689157
Candilejas,Teatros,tel:%2B34%20913%2065%2055%2045,Candilejas,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Bailen 16, 28005 Madrid España",40.412469,-3.7139531
El Mosquito,Bares y discotecas,No disponible,El Mosquito,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de La Torrecilla del Leal 13, 28012 Madrid España",40.4107338,-3.6994554
Down,Discotecas y salas de baile,No disponible,Down,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Ronda de Toledo 1, 28005 Madrid España",40.4065722,-3.7105722
Kasbah,"['Bares y discotecas', 'Discotecas y salas de baile']",No disponible,Kasbah,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de Santa Maria 17, 28014 Madrid España",40.4130006,-3.6974368
Torito,Bares y discotecas,tel:%2B34%20915%2032%2077%2099,Torito,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Pelayo 4, 28004 Madrid España",40.421934,-3.6990241
Yoanna Irish Tavern,Bares y discotecas,No disponible,Yoanna Irish Tavern,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Abtao 4, 28007 Madrid España",40.403061699999995,-3.6769534675596818
Dubai Madrid,Bares y discotecas,No disponible,Dubai Madrid,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Victor Andres Belaunde 25, 28016 Madrid España",40.4595787,-3.6808076
Club Musée,Bares y discotecas,http://www.musee.es/,Club Musée,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Avenida Alberto Alcocer 33, 28036 Madrid España",40.4587926,-3.6821484
Club Osun Madrid,Bares y discotecas,No disponible,Club Osun Madrid,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Paz 5, 28012 Madrid España",40.41573805,-3.7037375215196793
Singles Las noches de comedia y punto,Clubs de comedia,No disponible,Singles Las noches de comedia y punto,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Jorge Juan 20, 28001 Madrid España",40.5417321,-3.6258958
Mad is Mad,Galerías de arte,http://www.madismad.com/,Mad is Mad,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Pelayo 48, 28004 Madrid España",40.4236593,-3.6978459
Delitto e Castigo,Tiendas de regalos y especializadas,http://www.delittoecastigo.com/,Delitto e Castigo,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Villanueva 3, 28001 Madrid España",40.347849,-4.0301044
Hispano Bar/Buffet,Bares y discotecas,No disponible,Hispano Bar/Buffet,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Paseo Castellana 78, 28046 Madrid España",40.4619897,-3.6896673
Colegio Mayor San Juan Evangelista,Bares y discotecas,http://www.sanjuanevangelista.org/agenda/index.html,Colegio Mayor San Juan Evangelista,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Avenida Gregorio del Amo 4, 28040 Madrid España",40.4456839,-3.7215254
El no. 1,Bares y discotecas,No disponible,El no. 1,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de La Virgen de Las Vinas 1, 28031 Madrid España",40.380245,-3.6092611
Corto Maltés,Bares y discotecas,No disponible,Corto Maltés,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle de San Andres 11, 28004 Madrid España",40.4265428,-3.7037728
Peña Flamenca Chaquetón,Teatros,http://flamencochaqueton.blogspot.com/,Peña Flamenca Chaquetón,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Canarias 39, 28045 Madrid España",40.4019074,-3.691401035328317
Nature/Midday,Bares y discotecas,tel:%2B34%20915%2047%2025%2025,Nature/Midday,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Amaniel 13, 28015 Madrid España",40.4267006,-3.7094362
Soma,Bares y discotecas,No disponible,Soma,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Leganitos 25, 28013 Madrid España",40.4218221,-3.7103094
Reflejos,Bares y discotecas,No disponible,Reflejos,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Galileo 7, 28015 Madrid España",40.309851,-3.806858
La Taberna de Quique,Bares y discotecas,tel:%2B34%20608%2050%2084%2008,La Taberna de Quique,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Plaza del Pueblo, 21760 Madrid España",40.6588436,-3.765807803355697
DaiWaL,Bares y discotecas,No disponible,DaiWaL,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Maudes 29, 28003 Madrid España",40.4452379,-3.6983686
Cerveceria Tormes,Bares y discotecas,https://www.facebook.com/CerveceriaTormes/,Cerveceria Tormes,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Alejandro Sanchez 27, 28019 Madrid España",40.3900381,-3.7217967
ACME,Bares y discotecas,https://www.facebook.com/ACME-234747436732/,ACME,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Velarde 11 Malasaña, 28004 Madrid España",40.4267674,-3.7029801
La Redicha,Bares y discotecas,https://www.facebook.com/La-Redicha-191474787562334/,La Redicha,"Esta actividad todavía no tiene puntuación, ¡se el primero!","Calle Lavapiés 25, 28012 Madrid España",40.4104067,-3.7025226
Punta Cana Madrid,Bares y discotecas,https://www.facebook.com/elpuntacana/,Punta Cana Madrid,"Esta actividad todavía no tiene puntuación, ¡se el primero!","C/ Sierra Carbonera, 22, 28053 Madrid España",40.306905,-3.4734729
