nombre,tipo,puntuacion,barrio,lat,long
Asador Lekeitio,Restaurante,"4,0 ",Barrio no encontrado,40.207994,-3.5827853
Sushi Bar Hannah,Restaurante,"4,0 ",Recoletos,40.4293034,-3.6878483
Taberna de Chupi Lerendi,Restaurante,"4,0 ",El Goloso,40.5112335,-3.6921266
Milu Gastrobar,Restaurante,"4,0 ",Barrio no encontrado,40.3217556,-3.7119874
Panela & Co,Restaurante,"4,0 ",Pinar del Rey,40.473008,-3.6487362
Orbayo,Restaurante,"4,0 ",Barrio no encontrado,40.5938943,-4.1466444
Central Cafe,Restaurante,"4,0 ",Embajadores,40.4141837,-3.7018737
Bichopalo Restaurante,Restaurante,"4,0 ",Vallehermoso,40.4432402,-3.703418
Bowlers Kitchen,Restaurante,"4,5 ",Cortes,40.420038,-3.6982314
La Taberna Clandestina,Restaurante,"4,5 ",Almagro,40.4394564,-3.6961963
Sabor de mar,Restaurante,"4,5 ",Hispanoamérica,40.4586446,-3.6777596
Arrocería Daniela,Restaurante,"3,5 ",Barrio no encontrado,40.4998289,-3.8919643
Pop Tapas & Copas,Restaurante,"4,5 ",Guindalera,40.4353721,-3.6673463
Airinos de Lugo,Restaurante,"4,5 ",Puerta del Angel,40.4105918,-3.7354511
La cervecera,Restaurante,"4,0 ",Barrio no encontrado,40.2432871,-3.9261262
Los Torreznos,Restaurante,"3,5 ",Pinar del Rey,40.4698405,-3.6514684
Mavera Bar & Restaurante,Restaurante,"4,5 ",Castillejos,40.460061,-3.6967086
Kanbun,Restaurante,"4,0 ",Canillas,40.463389,-3.658111
Graal,Restaurante,"4,5 ",Universidad,40.4295251,-3.7016046
Cerveceria Arganzuela,Restaurante,"4,5 ",Palacio,40.40877,-3.7102874
Casa Julian De Tolosa,Restaurante,"4,0 ",Ibiza,40.4182946,-3.6734939
Ohe poke raw,Restaurante,"5,0 ",Recoletos,40.4261925,-3.6794658
Bodega Estebaranz,Restaurante,"4,5 ",Pacífico,40.4060177,-3.6728228
Federal Café Conde Barajas,Restaurante,"4,0 ",Palacio,40.4143241,-3.7088367
The Mint Roof,Restaurante,"4,0 ",Barrio no encontrado,40.47083205,-3.871344282431271
Saona Las Tablas,Restaurante,"3,5 ",Valverde,40.5082029,-3.6686214
Chido,Restaurante,"4,0 ",Trafalgar,40.4343599,-3.6983127
La Cueva de 1900 - Montera,Restaurante,"3,5 ",Sol,40.4178329,-3.7028181
La Rebelión de los Mandiles,Restaurante,"4,0 ",Palacio,40.4151747,-3.7133534
Ohanasana,Restaurante,"4,5 ",Justicia,40.4230461,-3.6955342
Trinakria,Restaurante,"4,5 ",Prosperidad,40.4418138,-3.6709648
Acento Cantonés,Restaurante,"4,5 ",Palacio,40.4238687,-3.7089975
Donosti,Restaurante,"4,0 ",Casa de Campo,40.4254287,-3.7152608
Carrito Charrua,Restaurante,"4,0 ",Pueblo Nuevo,40.4351249,-3.6439432
El Escarpin,Restaurante,"3,5 ",Palacio,40.4177572,-3.7076556
La Buena Mesa Peru,Restaurante,"4,5 ",Lista,40.4339062,-3.6718651
La Alcaparra & hamburgueseria,Restaurante,"4,5 ",Palacio,40.4138361,-3.7075748
Restaurante OX'S,Restaurante,"4,0 ",Barrio no encontrado,40.5110999,-3.353444882686574
El Barografo,Restaurante,"4,0 ",Cortes,40.4159628,-3.7004302
El Rinconcito,Restaurante,"4,0 ",Prosperidad,40.4456043,-3.6631161
Mantra Restaurant,Restaurante,"4,0 ",Barrio no encontrado,40.5770122,-4.2081403
Restaurante Fortunata,Restaurante,"4,5 ",Chopera,40.4007679,-3.697439
Restaurante Vicky,Restaurante,"4,0 ",Simancas,40.44093095,-3.6261242500000166
DF Bar Larra,Restaurante,"4,0 ",Barrio no encontrado,40.2094927,-3.574603
La Buena Cerveza,Restaurante,"4,5 ",Barrio no encontrado,40.6695968,-3.7636036
El Oso,Restaurante,"3,5 ",Valverde,40.5059739,-3.6572587
El Labriego,Restaurante,"4,0 ",Palacio,40.419408,-3.7074626
Chino Fulitu,Restaurante,"4,0 ",Costillares,40.4821266,-3.6680447
Verbena Bar,Restaurante,"4,0 ",Universidad,40.4269057,-3.7034373
Bienmesabe,Restaurante,"3,5 ",Nueva España,40.46420225,-3.6850840432400256
PadThaiWok - La Latina,Restaurante,"4,0 ",Palacio,40.4114212,-3.7090814
Lateral Castellana 89,Restaurante,"3,5 ",Cuatro Caminos,40.4499983,-3.6918852
La Casa del Pulpo,Restaurante,"4,0 ",Almendrales,40.3872344,-3.7004131
Impasta,Restaurante,"4,0 ",Palacio,40.4167691,-3.7083973
Roost Chicken,Restaurante,"4,5 ",Barrio no encontrado,40.54189675,-3.633513384146906
Ay Mi Madre,Restaurante,"4,0 ",Universidad,40.4264048,-3.7050183
El Jamon de Gran Via,Restaurante,"3,5 ",Barrio no encontrado,40.47083205,-3.871344282431271
Bodegas El Maño,Restaurante,"4,5 ",Universidad,40.426805,-3.7083142
Open Burger,Restaurante,"4,5 ",Justicia,40.4247572,-3.6979004
100 Montaditos Princesa,Restaurante,"4,0 ",Argüelles,40.4254435,-3.712753
Taberna Los Cuatro Robles,Restaurante,"3,5 ",Sol,40.4173248,-3.7060621
Rita Sibarita,Restaurante,"3,5 ",Mirasierra,40.50172245,-3.707330013397601
Somos Garra Restaurant,Restaurante,"4,0 ",Argüelles,40.424191,-3.7123333
Toscanaccio,Restaurante,"5,0 ",Embajadores,40.408891,-3.6995655
Las Mananitas,Restaurante,"3,5 ",Universidad,40.4266289,-3.7013192
Faborit Alcalá 61,Restaurante,"4,0 ",Jerónimos,40.4199239,-3.6911335
La Malanga,Restaurante,"5,0 ",Palacio,40.4155709,-3.7099731
Maccheroni,Restaurante,"4,5 ",Aravaca,40.4583301,-3.7826671
El 17 de Moreto,Restaurante,"3,5 ",Jerónimos,40.4130713,-3.6902314
Cascorro Bistrot,Restaurante,"4,0 ",Embajadores,40.4111073,-3.7074118
Conlaya,Restaurante,"4,0 ",Almagro,40.4328678,-3.693329
Restaurante Jota,Restaurante,"4,0 ",Universidad,40.4300666,-3.7035888
Café De París,Restaurante,"4,0 ",Nueva España,40.4632038,-3.6879227
Orale Compadre,Restaurante,"3,5 ",Ciudad Jardín,40.448717,-3.6728807
Abonavida,Restaurante,"4,0 ",Barrio no encontrado,40.0412424,-3.5893306
Le Club Sushita,Restaurante,"4,0 ",Jerónimos,40.4200645,-3.6907491
La Flor de Galicia,Restaurante,"4,0 ",Lista,40.4327997,-3.6734275
Prrimital,Restaurante,"5,0 ",Palacio,40.4157141,-3.7094527
Taberna El Buo La Latina,Restaurante,"4,0 ",Palacio,40.4112233,-3.710632
La Mordida Calle Segovia,Restaurante,"4,0 ",Palacio,40.4139254,-3.7110803
Coloquial Oh Délice!,Restaurante,"4,5 ",Barrio no encontrado,40.3295106,-3.8556683
Restaurante DOCE,Restaurante,"5,0 ",Embajadores,40.4150191,-3.7050703
Mirador de Castilla,Restaurante,"4,5 ",Barrio no encontrado,40.5600321,-3.894181883967516
Bar Leiner,Restaurante,"5,0 ",Universidad,40.4290265,-3.7092369
Puro Teatro,Restaurante,"4,5 ",Barrio no encontrado,40.3217556,-3.7119874
Las 3 RRR,Restaurante,"4,0 ",Numancia,40.3956363,-3.6518919
K-Thommas,Restaurante,"4,0 ",Barrio no encontrado,40.5417321,-3.6258958
Naked&Sated (Estébanez Calderón),Restaurante,"3,5 ",Castillejos,40.4633517,-3.6906829
Restaurante Jagger,Restaurante,"4,5 ",Barrio no encontrado,40.5116049,-4.3024218
El Altillo,Restaurante,"5,0 ",Barrio no encontrado,40.194962,-3.6814376
Landareak,Restaurante,"4,5 ",Universidad,40.4277825,-3.7040052
Burgundy Madrid,Restaurante,"4,0 ",Justicia,40.4263191,-3.689263
Cascanueces,Restaurante,"4,5 ",Simancas,40.4366959,-3.6303004
Parador Del Jamon,Restaurante,"3,5 ",Barrio no encontrado,40.0379808,-3.5989307
Taberna Tirso de Molina,Restaurante,"3,5 ",Barrio no encontrado,40.30438755,-3.7373042719728495
Frida,Restaurante,"3,5 ",Barrio no encontrado,40.4289258,-3.7800508
Pad Thai,Restaurante,"3,5 ",Embajadores,40.4104513,-3.6928735
La arroceria de Maria,Restaurante,"3,5 ",Barrio no encontrado,40.4808735,-3.3940207
Restaurante Cangas,Restaurante,"4,0 ",Barrio no encontrado,40.3201011,-3.6427863
Restaurante Mutis,Restaurante,"4,5 ",El Viso,40.4390047,-3.6830429
A'Pulpeira,Restaurante,"4,0 ",Ibiza,40.4173847,-3.673269
Casa Pepe,Restaurante,"3,5 ",Pilar,40.472129800000005,-3.713072671224275
Xake,Restaurante,"3,5 ",Barrio no encontrado,40.3799497,-3.4114245
Pasta e Pizza SIENNA,Restaurante,"4,0 ",Barrio no encontrado,40.5546939,-3.891988828473198
Teta & Sopa,Restaurante,"5,0 ",Justicia,40.4248827,-3.6956903
MY Pasta Room,Restaurante,"4,5 ",Universidad,40.4252729,-3.7031486
Bodega Angel Sierra,Restaurante,"3,5 ",Justicia,40.4229858,-3.6974172
Brando,Restaurante,"4,5 ",Justicia,40.4227186,-3.6993179
Aura Cafe,Restaurante,"4,5 ",Jerónimos,40.4133189,-3.6902126
Saffron Indian Cuisine,Restaurante,"4,5 ",Valdefuentes,40.5057066,-3.6569984
Taberna La Buha Chueca,Restaurante,"3,5 ",Justicia,40.4231327,-3.698043
Aloha Poké Guzmán el Bueno,Restaurante,"5,0 ",Barrio no encontrado,40.5695722,-4.2670504
La Buena Pinta,Restaurante,"4,5 ",Embajadores,40.4076356,-3.7035947
Perretxico Boadilla,Restaurante,"4,5 ",Barrio no encontrado,40.4057705,-3.8899556
La Pecera del Circulo,Restaurante,"3,5 ",Cortes,40.4182074,-3.696513838467072
Illunbe Castellana,Restaurante,"4,0 ",Castillejos,40.4668202,-3.688892
La Quimera La Latina,Restaurante,"5,0 ",Palacio,40.41312505,-3.710877510835913
Casa Da Troya,Restaurante,"4,0 ",San Juan Bautista,40.4494962,-3.6602304
Omar,Restaurante,"4,0 ",Hispanoamérica,40.4561342,-3.6875638
Magasand Columela,Restaurante,"4,0 ",Barrio no encontrado,40.0417739,-3.6023469
Dalù burger,Restaurante,"4,5 ",Universidad,40.4303753,-3.7022105
Pizza Donna,Restaurante,"4,5 ",Recoletos,40.4275878,-3.6813141
La andaluza,Restaurante,"5,0 ",Bellas Vistas,40.4483145,-3.7030111
Asador 7 de Julio,Restaurante,"4,0 ",Rejas,40.4473082,-3.5595033
Bello E Bbuono,Restaurante,"4,5 ",Trafalgar,40.4322707,-3.6971747
La Caña de Gonzalo,Restaurante,"4,0 ",Alameda de Osuna,40.4620679,-3.5905231
El Chiscon,Restaurante,"4,5 ",Barrio no encontrado,40.2883875,-4.0151064
Miranda,Restaurante,"3,5 ",Embajadores,40.4136579,-3.6988496
Lobbo Cocina Bar,Restaurante,"3,5 ",El Viso,40.4438937,-3.6794324
Casa Mono,Restaurante,"3,5 ",Argüelles,40.4291976,-3.716649
Nanako,Restaurante,"4,5 ",Trafalgar,40.4327785,-3.6987018
Avohaus,Restaurante,"4,0 ",Justicia,40.4235799,-3.695599
Conchas Casa de comidas,Restaurante,"4,0 ",Palacio,40.4189322,-3.7081204
La Bola,Restaurante,"3,5 ",Palacio,40.4199972,-3.7105112
Taberna La Ardosa,Restaurante,"4,5 ",Vista Alegre,40.3891062,-3.7362855
Cerveceria Los picos,Restaurante,"4,5 ",Pilar,40.4835776,-3.7042367
Bistrot Benedicte 1894,Restaurante,"5,0 ",Almagro,40.428237,-3.6930478
Ginkgo Garden,Restaurante,"4,0 ",Recoletos,40.4224921,-3.689776
Sillao Peruano Asiático,Restaurante,"4,0 ",Justicia,40.4250697,-3.6951729
Salutteria,Restaurante,"4,0 ",Barrio no encontrado,40.5938286,-4.1447957
Kebapchi Jalo,Restaurante,"4,0 ",Embajadores,40.4093666,-3.6931946
TAPIOCA Chill & Cocina,Restaurante,"4,0 ",Palacio,40.4114684,-3.7098595
Sylkar,Restaurante,"4,0 ",Barrio no encontrado,40.205929,-3.574362
Allégorie Restaurante Gastronómico,Restaurante,"5,0 ",Trafalgar,40.4303666,-3.7016677
Bar Meson Los granainos Herrera Oria,Restaurante,"4,5 ",Peñagrande,40.48116945,-3.721199366693651
Due Amici,Restaurante,"4,0 ",Rios Rosas,40.442286,-3.6990273
MENA - Apulian food,Restaurante,"5,0 ",Palacio,40.40994,-3.7103653
Cerveceria Oldenburg Huertas,Restaurante,"5,0 ",Cortes,40.4131953,-3.696303
The Avocado Show - Madrid Chueca,Restaurante,"4,0 ",Justicia,40.421035,-3.6967949
Midtown Kitchen & Bar,Restaurante,"4,0 ",El Viso,40.4496349,-3.6890949
Curry Go,Restaurante,"5,0 ",Palacio,40.4239706,-3.7087862
elSantiamén,Restaurante,"5,0 ",Arapiles,40.435002,-3.7050893
Restaurante Swagat II,Restaurante,"4,0 ",Lista,40.4306321,-3.6705456
QW Sportbar,Restaurante,"4,0 ",Palacio,40.4175245,-3.7111155
El Pequeño Barco,Restaurante,"4,0 ",Barrio no encontrado,40.5417321,-3.6258958
La Paella Real,Restaurante,"3,5 ",Palacio,40.4184824,-3.7098669
Casa Camacho,Restaurante,"4,0 ",Universidad,40.4256268,-3.7038123
Restaurante El Inca,Restaurante,"3,5 ",Justicia,40.4226687,-3.696217
Casa Santona Avenida de Nazaret,Restaurante,"3,5 ",Niño Jesús,40.4115505,-3.6723527
El Winnie,Restaurante,"4,0 ",Argüelles,40.4249094,-3.7106143
Restaurante Thong,Restaurante,"4,0 ",Pinar del Rey,40.473008,-3.6487362
La Taurina,Restaurante,"3,5 ",Sol,40.4167395,-3.7015647
El 3 de Galdós,Restaurante,"3,5 ",Universidad,40.422509,-3.7004183
Restaurant Sanxenxo,Restaurante,"4,5 ",Barrio no encontrado,40.5202676,-4.2468198
El Murciano,Restaurante,"5,0 ",Barrio no encontrado,40.4316961,-3.526630530457391
De Vinis,Restaurante,"4,5 ",Castillejos,40.4597978,-3.689749
¡Tu! Pasta,Restaurante,"4,0 ",Jerónimos,40.4189685,-3.6787945
La Testarruda,Restaurante,"4,5 ",Embajadores,40.4106882,-3.7084933
Mune,Restaurante,"4,0 ",Justicia,40.4247724,-3.697031
La Taberna de Pedro,Restaurante,"4,0 ",Jerónimos,40.41838615,-3.691097648314398
Reina Deli Bar,Restaurante,"4,5 ",Sol,40.420525,-3.7006864
Restaurante Achuri,Restaurante,"4,0 ",Embajadores,40.4081402,-3.6982881
Pomodoro e Basilico,Restaurante,"5,0 ",Acacias,40.3972382,-3.7033722
Pez Fuego,Restaurante,"3,5 ",Barrio no encontrado,40.41513925,-3.82992423804588
La Joiosa Taberna,Restaurante,"5,0 ",Nueva España,40.4622072,-3.6861299
Lola 09,Restaurante,"3,5 ",Barrio no encontrado,40.402188,-3.9994854
La Alegria,Restaurante,"4,5 ",Palacio,40.4194843,-3.7076302
Taberna Alba's,Restaurante,"4,0 ",Imperial,40.4032065,-3.7128314
Urrechu,Restaurante,"4,0 ",Barrio no encontrado,40.42010545,-3.798209883864728
La Viña de Nerea,Restaurante,"4,0 ",Alameda de Osuna,40.4620457,-3.5900419
Come Prima,Restaurante,"3,5 ",Barrio no encontrado,40.3278157,-3.8604401
Sky Sushi & Ramen,Restaurante,"4,0 ",Recoletos,40.421281,-3.6887568
Desde 1911,Restaurante,"4,5 ",Barrio no encontrado,40.4446826,-3.8198177
Apura,Restaurante,"4,0 ",Castellana,40.436129,-3.6809243
Shanghai Station Juan Bravo,Restaurante,"4,0 ",Castellana,40.432858,-3.6800132
La Unica Madrid,Restaurante,"4,0 ",Barrio no encontrado,40.5938943,-4.1466444
Kooby Brochettes,Restaurante,"5,0 ",Prosperidad,40.4429927,-3.669342
El Capricho De Abascal,Restaurante,"4,0 ",Almagro,40.4384166,-3.6958274
Restaurante Jose Luis,Restaurante,"3,5 ",Hispanoamérica,40.4542366,-3.688938
La imprenta,Restaurante,"4,0 ",Embajadores,40.4150268,-3.7049141
Kia Ora,Restaurante,"4,5 ",Barrio no encontrado,40.2898434,-3.7501448
Edelweiss,Restaurante,"3,5 ",Cortes,40.4169708,-3.6966446
Sal y Chili,Restaurante,"4,5 ",Castillejos,40.4591816,-3.6973142
Hong Kong 70,Restaurante,"4,0 ",Palacio,40.4137375,-3.7075566
Restaurante Guang Zhou,Restaurante,"4,5 ",Barrio no encontrado,40.3937528,-3.9266965
La Chelinda,Restaurante,"4,0 ",Trafalgar,40.4319233,-3.7038365
El Amor Hermoso Bar,Restaurante,"4,5 ",Universidad,40.4267664,-3.7079906
Lao Tou,Restaurante,"4,0 ",Pradolongo,40.3832768,-3.7058932
Toast TapRoom,Restaurante,"3,5 ",Universidad,40.4257731,-3.704304
Cerveceria La Fragua,Restaurante,"4,0 ",Gaztambide,40.4381467,-3.7140745
Taverna pan & vino,Restaurante,"4,0 ",Pilar,40.4762826,-3.7070996
Fitzburger,Restaurante,"4,0 ",El Viso,40.4434826,-3.6798467
Restaurante Barrera,Restaurante,"4,0 ",Barrio no encontrado,40.3046489,-3.7292872
La CoZina,Restaurante,"4,0 ",Corralejos,40.461751,-3.6151056
El Kiosko Valdebebas,Restaurante,"4,5 ",Valdefuentes,40.4929176,-3.616453
Kalma,Restaurante,"4,0 ",Rejas,40.4496283,-3.5744229
Restaurante Muuu,Restaurante,"4,0 ",Hispanoamérica,40.4595787,-3.6808076
La China Mandarina,Restaurante,"3,5 ",Embajadores,40.4103603,-3.7075056
Cafe del rio Madrid,Restaurante,"3,5 ",Puerta del Angel,40.4161925,-3.723843374063912
Lanteo Madrid,Restaurante,"4,0 ",Almagro,40.4339659,-3.6917167
Dubbidu,Restaurante,"4,5 ",Cortes,40.4145493,-3.6933438
Granjero Busca Campero,Restaurante,"4,5 ",Justicia,40.4214169,-3.6980723
El Señor Martín,Restaurante,"3,5 ",Barrio no encontrado,40.3108449,-3.7283649
Al Nassim,Restaurante,"4,0 ",Barrio no encontrado,40.6184884,-3.4002397
Garten True Food,Restaurante,"4,5 ",Recoletos,40.4225777,-3.681808
Nigiri Fuencarral,Restaurante,"3,5 ",Universidad,40.4265167,-3.7014825
La Trattoria Di Aluche,Restaurante,"4,0 ",Barrio no encontrado,40.3937528,-3.9266965
La Guisandera de Piñera,Restaurante,"4,5 ",Castillejos,40.46232345,-3.69236695
La Pentola Mágica,Restaurante,"4,0 ",Pacífico,40.4013238,-3.6748372
Baisakhi,Restaurante,"4,0 ",Embajadores,40.4097832,-3.7024206
Sumo Juan Bravo,Restaurante,"4,0 ",Lista,40.4321837,-3.6730962
Arroces Ten,Restaurante,"4,0 ",Almagro,40.4373726,-3.6881661
Restaurante Támara Lorenzo,Restaurante,"3,5 ",Ibiza,40.4176154,-3.6732502
Café del Principe,Restaurante,"3,5 ",Cortes,40.4163726,-3.7004894
Taberna Gloria Bendita,Restaurante,"4,0 ",Niño Jesús,40.41647875,-3.676120141947115
La Tita Rivera,Restaurante,"3,5 ",Barrio no encontrado,40.5892574,-4.1408206
Chicken Of The Woods,Restaurante,"4,5 ",Universidad,40.4266905,-3.7078672
Mazál Bagels & Café,Restaurante,"4,5 ",Rios Rosas,40.4428631,-3.6974228
Guindalera 2017,Restaurante,"4,5 ",Lista,40.4343123,-3.6723042
Restaurante Jardín Metropolitano,Restaurante,"4,0 ",Barrio no encontrado,40.6380634,-4.022365
La Union,Restaurante,"4,0 ",Justicia,40.4227916,-3.6984293
Javier Martin Croquetas & Cafe,Restaurante,"3,5 ",Palacio,40.4094175,-3.710016
Oscar Hermanos,Restaurante,"4,5 ",Apostol Santiago,40.4768066,-3.6542393
Clbm Bar,Restaurante,"5,0 ",Cortes,40.4131953,-3.696303
El Bacaro de Fabio,Restaurante,"4,5 ",Universidad,40.4303877,-3.7021562
Om Tandoori,Restaurante,"5,0 ",Barrio no encontrado,40.665016,-3.7736877
ICIAR,Restaurante,"4,0 ",El Viso,40.4506768,-3.6886891
La Violeta,Restaurante,"4,5 ",Arapiles,40.4367864,-3.7083159
Oroya,Restaurante,"4,0 ",Sol,40.417175,-3.7059998
la Otra bar,Restaurante,"4,5 ",Universidad,40.4224857,-3.7025877
Moemia Taberna,Restaurante,"5,0 ",Barrio no encontrado,40.2952512,-3.788982448490517
Garbel,Restaurante,"4,0 ",Sol,40.4204545,-3.698942
Pagus Pasta Y Parrilla Madrid,Restaurante,"5,0 ",Barrio no encontrado,40.6191274,-4.2760921
La Loca Lagarejos,Restaurante,"4,5 ",Palos de Moguer,40.404826400000005,-3.6941813792923135
SushiCome,Restaurante,"4,0 ",Valverde,40.505407,-3.675724
Terraza de Sabatini,Restaurante,"3,5 ",Palacio,40.4203762,-3.7182327
Petit Paris,Restaurante,"4,0 ",Sol,40.4204173,-3.7003097
La Divina de Goya,Restaurante,"3,5 ",Goya,40.4247573,-3.6723594
Alexs Slow Smoked Bbq,Restaurante,"4,0 ",Valdefuentes,40.4931066,-3.6086463
Frida frijol,Restaurante,"5,0 ",Trafalgar,40.4305882,-3.7018896
Melgar,Restaurante,"3,5 ",Barrio no encontrado,40.4542864,-3.7996377
Ceres,Restaurante,"4,5 ",Bellas Vistas,40.4510783,-3.7043402
Mas se Perdió en Cuba,Restaurante,"4,5 ",Lista,40.4312708,-3.670533
Jaizkbel,Restaurante,"4,0 ",Simancas,40.4383506,-3.6241953
Pizza Napoli Sanchinarro,Restaurante,"4,0 ",Valdefuentes,40.5057066,-3.6569984
Taberna del Quinto Vino,Restaurante,"3,5 ",Cuatro Caminos,40.4480569,-3.6990307
Belaunde 22,Restaurante,"4,0 ",Hispanoamérica,40.4595787,-3.6808076
La Esquina de Chamberí,Restaurante,"4,0 ",Trafalgar,40.4346696,-3.7020759
Abude’s,Restaurante,"4,5 ",Argüelles,40.430851,-3.7191744
Taberna Moderna,Restaurante,"3,5 ",Goya,40.4248303,-3.6741153
Picos Pardos Sky Lounge,Restaurante,"4,0 ",Recoletos,40.4282012,-3.683682
Beher,Restaurante,"4,0 ",Universidad,40.4284272,-3.7020392
Matsuri,Restaurante,"4,0 ",Salvador,40.443889,-3.6345377
Craft Against the Machine,Restaurante,"4,5 ",Acacias,40.4048383,-3.702243
VIPS,Restaurante,"3,5 ",Cortes,40.4149224,-3.6949679
El Madrono,Restaurante,"3,5 ",Palacio,40.4140365,-3.7079139
Bizcochos Imperiales,Restaurante,"4,5 ",Barrio no encontrado,40.3046489,-3.7292872
Portobello (Rosario Pino),Restaurante,"3,5 ",Castillejos,40.4623654,-3.6935493
Bowl Bar,Restaurante,"4,5 ",Casa de Campo,40.427246,-3.7190826
La Figal,Restaurante,"4,0 ",Barrio no encontrado,41.0396472,-3.6405343
Tres Mares,Restaurante,"4,0 ",Barrio no encontrado,40.665016,-3.7736877
El Villagodio,Restaurante,"3,5 ",Cortes,40.4147898,-3.6970435
Bar La Mina,Restaurante,"4,0 ",Barrio no encontrado,40.5950414,-4.2575284
Hijo Del Maíz,Restaurante,"5,0 ",Castilla,40.471986,-3.6842879
Chevereolé,Restaurante,"5,0 ",Bellas Vistas,40.451616,-3.7044422
KNIGHT'N'SQUIRE,Restaurante,"3,5 ",Nueva España,40.4634007,-3.6871154
Shanghai Station Arturo Soria,Restaurante,"4,0 ",Concepción,40.4437837,-3.644074650000003
Bammbao,Restaurante,"5,0 ",Pradolongo,40.3832768,-3.7058932
Los Arcos de Ponzano,Restaurante,"3,5 ",Trafalgar,40.4378465,-3.6992739
Así Sí,Restaurante,"4,5 ",Universidad,40.4287529,-3.7050468
Siracusa Madrid,Restaurante,"4,5 ",Barrio no encontrado,40.2125787,-3.5675447
Gaman,Restaurante,"4,0 ",Lista,40.4343123,-3.6723042
Café del Soul,Restaurante,"4,0 ",Barrio no encontrado,40.44192365,-3.5318096003838773
Tayo Fusión Burger,Restaurante,"4,5 ",Cuatro Caminos,40.4558466,-3.694558
El Ideal,Restaurante,"4,5 ",Acacias,40.404945,-3.7071672
O'Brian,Restaurante,"4,0 ",Cortes,40.4157775,-3.7004261
JARDÍN SALVADOR BACHILLER,Restaurante,"3,5 ",Sol,40.419054,-3.7022209
Casa Andreea,Restaurante,"4,0 ",Prosperidad,40.4477256,-3.6642151
"La Mestiza, Wines, Food & Cocktails",Restaurante,"4,5 ",Universidad,40.426795,-3.7089357
VE-GA Bar,Restaurante,"4,0 ",Castellana,40.4357434,-3.6844383
La Madreña Castellana,Restaurante,"3,5 ",Castillejos,40.4668202,-3.688892
Bar la Rosa,Restaurante,"4,5 ",Palos de Moguer,40.4062676,-3.6986849
Atlántico Casa De Comidas,Restaurante,"3,5 ",Recoletos,40.4250015,-3.6843723
Moncalvillo Cafe Bistro,Restaurante,"4,0 ",Justicia,40.4237233,-3.6958147
Bistró el 94,Restaurante,"4,5 ",Jerónimos,40.4176457,-3.6777216
El Mirador de Cuatrovientos,Restaurante,"4,0 ",Cuatro Vientos,40.36638615,-3.7748713471718633
Wagara Restaurante Japones,Restaurante,"4,5 ",Guindalera,40.4336208,-3.6693332
Kitschy Pastelería,Restaurante,"4,5 ",Argüelles,40.4259006,-3.7133788
La Panza Es Primero,Restaurante,"3,5 ",Justicia,40.4223426,-3.697145
Ozio Gastronómico Madrid,Restaurante,"4,5 ",Cuatro Caminos,40.4505031,-3.6983858
Piazza Castello,Restaurante,"5,0 ",Atocha,40.40678545,-3.686733604902868
Källa Beer Factory,Restaurante,"4,5 ",Justicia,40.4217255,-3.6978573
La venganza de Malinche,Restaurante,"3,5 ",Barrio no encontrado,40.58076205,-3.9045955646611374
"La Tagliatella C/Juan Bravo, Madrid",Restaurante,"4,0 ",Castellana,40.4326961,-3.679469
Cerveceria Churruca,Restaurante,"4,0 ",Universidad,40.4283,-3.7012943
Cafeteria Valverde,Restaurante,"4,0 ",Sol,40.4207199,-3.702137
Tennessee BBQ,Restaurante,"4,0 ",Ventas,40.42841165,-3.6581973003101975
NAP Malasaña,Restaurante,"4,0 ",Universidad,40.4255139,-3.7074505
Anda Jaleo,Restaurante,"5,0 ",Palacio,40.4172786,-3.7106349
Bodegas Rivas,Restaurante,"4,0 ",Universidad,40.4266688,-3.7076523
Su & Si,Restaurante,"4,0 ",Palos de Moguer,40.4072999,-3.6960659
La Bobia,Restaurante,"3,5 ",Barrio no encontrado,40.59318875,-4.148781663960394
Cereal Monkeys,Restaurante,"4,5 ",Barrio no encontrado,40.5695722,-4.2670504
Portomarin,Restaurante,"3,5 ",Barrio no encontrado,40.4309976,-3.527185064437687
La Costanilla,Restaurante,"4,0 ",Palacio,40.4163433,-3.7088972
Domi,Restaurante,"4,5 ",Palacio,40.4134177,-3.7116736
The Pavilions Madrid,Restaurante,"4,5 ",Justicia,40.4270729,-3.691524699938863
La Taberna Marmita,Restaurante,"3,5 ",Cortes,40.41626285,-3.700488238120567
Piri Piri Frango - Prosperidad,Restaurante,"4,5 ",Prosperidad,40.4463495,-3.6709247
Los Metales Bar&kitchen,Restaurante,"4,5 ",Legazpi,40.3920272,-3.6923796
Sobre Lumbre,Restaurante,"4,5 ",Justicia,40.4226186,-3.6964271
LATERAL Arturo Soria,Restaurante,"3,5 ",Barrio no encontrado,40.4808735,-3.3940207
La Fogata,Restaurante,"4,0 ",Puerta del Angel,40.413651,-3.7247707
Mastropiero Pizzeria,Restaurante,"4,0 ",Universidad,40.4257608,-3.7038591
Hotpot De Sichuan,Restaurante,"4,0 ",Palacio,40.418605,-3.7075016
El Pelícano,Restaurante,"4,0 ",Castillejos,40.4614221,-3.692271408581145
Salsaisarten,Restaurante,"5,0 ",Concepción,40.4438934,-3.6410482
La Cabra En El Tejado,Restaurante,"4,0 ",Embajadores,40.4100595,-3.708052
Chiquita,Restaurante,"4,0 ",Sol,40.4157927,-3.706004383183452
Bits & Beers,Restaurante,"5,0 ",Castillejos,40.457908,-3.6950693
