_id,descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion
Los Amigos Hostel,Es la segunda vez que me dan una habitación sucia al llegar. Soy cliente asiduo. Ya no vuelvo más. Me la entregan a las 18:40 pm del día de mi entrada está sin hacer muy sucia de clientes anteriores. Tengo fotos Terrible experienciaSegunda vez,No hay link,Los Amigos Hostel,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Servicio de desayuno en la habitación"",""Alquiler de bicicletas"",""Sala de juegos"",""Canales de televisión infantiles"",""Alquiler de coches"",""Conserje"",""Prensa"",""Aire acondicionado""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Pension Corbero,"Descubre por qué tantos viajeros ven Pension Corbero como la casa de huéspedes ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente económico con una amplia variedad de servicios diseñados para viajeros como tú.",No hay link,Pension Corbero,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]",
Hostal Santa Isabel,"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Hostal Santa Isabel es una magnífica elección para descansar. Conocido por su ambiente económico y su proximidad a fantásticos restaurantes y atracciones, Hostal Santa Isabel te ayuda a disfrutar de lo mejor de Madrid.",No hay link,Hostal Santa Isabel,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Centro de negocios con acceso a Internet"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de limpieza"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores""]",
Hostal Palacio Luna,"Le damos la bienvenida al Hostal Palacio Luna, es uno de los hostales más céntricos, agradables y confortables de Madrid.
Ubicado en el casco histórico de Madrid, donde está la mayor oferta de ocio y cultura de la ciudad. A tan sólo diez minutos andando encontrará: La Puerta del Sol, La Plaza Mayor, El Palacio Real y la Plaza de España.",No hay link,Hostal Palacio Luna,No disponible,"4,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de habitaciones""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Hostal Apolo XI,"Está muy buena ubicación,cerca de la puerta de Sol. La pareja que lo lleva muy amables y serviciales. Las habitaciones se han reformado, las fotos que hay son antiguas. Cuando vuelva a Madrid, me volveré alojar.",No hay link,Hostal Apolo XI,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Máquina expendedora"",""Se admiten mascotas""]","[""Habitaciones para familias""]",
Hostal Andorra,"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Hostal Andorra es una magnífica elección para descansar. Conocido por su ambiente para familias y su proximidad a fantásticos restaurantes y atracciones, Hostal Andorra te ayuda a disfrutar de lo mejor de Madrid.",No hay link,Hostal Andorra,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Servicio de desayuno en la habitación"",""Alquiler de bicicletas"",""Actividades para niños (acondicionado para familias / niños)"",""Masaje de pies"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Hostal Naranjos,"LO que importa de este lugar es la Ubicación. A unos pasos de la Plaza Tirso de Molina y de la calle Lavapies que te lleva directo a este Lindo Barrio. Por lo demas, te comento que es muy limpio por lo que es dificilisimo reservar. Si tienes algo de suerte lo haras.",No hay link,Hostal Naranjos,No disponible,"3,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Servicio de lavandería"",""Aire acondicionado"",""Servicio de limpieza"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]",
Guestped,"Guestped es una acogedora casa de huéspedes familiar situada en el corazón de Madrid.
A tan sólo 2 mins andando del metro Gran Vía y a 4mins de la Puerta del Sol.",No hay link,Guestped,No disponible,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno disponible"",""Café instantáneo de cortesía"",""Té de cortesía"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Cortinas opacas"",""Aire acondicionado"",""Armario"",""Baños privados"",""Frigorífico"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]",
THC Latina Hostel,"Descubre por qué tantos viajeros ven THC Latina Hostel como el hotel pequeño ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente económico con una amplia variedad de servicios diseñados para viajeros como tú.",No hay link,THC Latina Hostel,No disponible,"4,0","[""Aparcamiento en la calle"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]",
Scout Madrid Hostel,"Lo que más me a gustado es el trato a las personas, excelente. Un lugar hecho a la medida de personas descomplicadas y sencillas, recomiendo este lugar, puedes descansar y contar con una buena y segura atención",No hay link,Scout Madrid Hostel,No disponible,"4,0","[""Aparcamiento en la calle"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno gratuito"",""Alquiler de bicicletas"",""Sala de juegos"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio despertador/reloj con alarma"",""Cocina americana""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Hostal Pretoria,"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Hostal Pretoria es una magnífica elección para descansar. Conocido por su ambiente para familias y su proximidad a fantásticos restaurantes y atracciones, Hostal Pretoria te ayuda a disfrutar de lo mejor de Madrid.",No hay link,Hostal Pretoria,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Actividades para niños (acondicionado para familias / niños)"",""Se admiten mascotas"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Lavado en seco"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Teléfono"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]",
Hotel Boutique Los Amigos VIP Room By Monaro,"Si buscas una casa de huéspedes económico en Madrid, no te pierdas Los Amigos VIP Rooms.
Para aquellos que estén interesados en visitar puntos de referencia conocidos durante su viaje a Madrid, Los Amigos VIP Rooms se encuentra cerca de Plaza Mayor (0,3 km) y Sobrino de Botín (0,4 km).",No hay link,Hotel Boutique Los Amigos VIP Room By Monaro,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Gimnasio / Sala de entrenamiento"",""Vino/champán"",""Guardería"",""Actividades para niños (acondicionado para familias / niños)"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Agua embotellada"",""Suite nupcial""]","[""Habitaciones insonorizadas"",""Habitaciones para familias""]",
Hostal Milan,"Aunque a priori, nos pareció todo muy viejo, el cuarto de baño minúsculo. Pero todo estaba muy limpio. Ningún ruido pese a su cercanía a Callao. Para pasar unos días y dormir y ducharse. Lo recomiendo al 100 x100, siempre que no se quiera gastar mucho dinero.",No hay link,Hostal Milan,No disponible,"4,0","[""Aparcamiento privado de pago cerca"",""Internet gratuito"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]",
Albergue Juvenil Madrid,"Bienvenido al primer albergue Juvenil Municipal ubicado en pleno centro de Madrid. El edificio inaugurado en 2007 dispone de las más modernas instalaciones, lo que le convierte en uno de los mejores albergues de Europa, siendo Madrid un lugar ideal para el turismo juvenil nacional e internacional.",No hay link,Albergue Juvenil Madrid,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Gimnasio / Sala de entrenamiento"",""Desayuno gratuito"",""Bar/salón"",""Hotel de no fumadores"",""Aire acondicionado""]",[],
Pensión Cartagenera,"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Pensión Cartagenera es una magnífica elección para descansar. Conocido por su ambiente económico y su proximidad a fantásticos restaurantes y atracciones, Pensión Cartagenera te ayuda a disfrutar de lo mejor de Madrid.",No hay link,Pensión Cartagenera,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado""]","[""Habitaciones de no fumadores""]",
Hostal Fuencarral Rooms Madrid,"Descubre por qué tantos viajeros ven Hostal Fuencarral Rooms Madrid como la casa de huéspedes ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente con encanto con una amplia variedad de servicios diseñados para viajeros como tú.",No hay link,Hostal Fuencarral Rooms Madrid,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de limpieza""]","[""Habitaciones de no fumadores""]",
Hostal Esparteros,"Descubre por qué tantos viajeros ven Hostal Esparteros como el hotel pequeño ideal cuando visitan Madrid. Además de aportar la combinación ideal de calidad, comodidad y ubicación, ofrece un ambiente económico con una amplia variedad de servicios diseñados para viajeros como tú.",No hay link,Hostal Esparteros,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Se admiten mascotas"",""Mesa de escritorio"",""Perchero para la ropa"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Habitaciones para fumadores disponibles""]",
Hostal Prada,"El Hostal Prada está situado en el céntrico borde de Chueca, a sólo 600 metros de la estación de metro Gran Vía y a 10 minutos a pie de la Puerta del Sol. La recepción está abierta las 24 horas y hay conexión Wi-Fi gratuita.",No hay link,Hostal Prada,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Actividades para niños (acondicionado para familias / niños)"",""Aire acondicionado"",""Mesa de escritorio"",""Teléfono"",""Servicio despertador/reloj con alarma"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]",
Hostal Huespedes Toledo,"La búsqueda de la casa de huéspedes económico ideal en Madrid no tiene por qué ser complicada. Bienvenido a Hostal Huespedes Toledo, una fantástica opción para viajeros como tú.",No hay link,Hostal Huespedes Toledo,No disponible,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Actividades para niños (acondicionado para familias / niños)"",""Espacio para guardar el equipaje"",""Hotel de no fumadores""]","[""Habitaciones de no fumadores""]",
Hostal Greco Madrid,"La búsqueda del hotel pequeño económico ideal en Madrid no tiene por qué ser difícil. Bienvenido a Hostal Greco Madrid, una fantástica opción para viajeros como tú.",No hay link,Hostal Greco Madrid,No disponible,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Teléfono"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]",
Urban Vida La Latina,"¡Estos apartamentos tiene un encanto especial! Están recién reformados y completamente amueblados para 4 personas con muebles de diseño elegantes y cómodos, inspirados en el arte mediterráneo y marroquí. Cuenta con wifi y todos los detalles necesarios para disfrutar de una experiencia perfecta: wifi, horno, lavavajillas, lavadora, toallas, sabanas, cocina equipada... Está ubicado en el centro de Madrid, a pocos pasos de todos los lugares turísticos: Parque del Retiro, Palacio, Reina Sofía, Atocha, Gran Vía, Plaza Mayor, La Latina, Chueca… con una ubicación idónea para continuar visitando la ciudad a pie y muy buena conexión de metro/bus/taxi con el aeropuerto de Madrid.",No hay link,Urban Vida La Latina,No disponible,"4,0","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Actividades para niños (acondicionado para familias / niños)"",""Hotel de no fumadores"",""Lavado en seco"",""Autoservicio de lavandería"",""Lavadora"",""Aire acondicionado"",""Sofá"",""Cocina americana"",""Lavavajillas"",""Microondas"",""Frigorífico"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Fuencarral Apartments,"Fuencarral Apartments se encuentra en el centro de Madrid, en una calle peatonal frente al mercado alternativo de Fuencarral. Ofrece apartamentos modernos con aire acondicionado y conexión Wi-Fi gratuita. Alójate en el centro de Madrid Los apartamentos cuentan con suelo de parquet, zona de estar con sofá cama y TV de pantalla plana, y cocina moderna con horno, fogones, microondas y lavadora. Algunos apartamentos tienen un balcón con vistas. El Fuencarral Apartments está a solo 200 metros del animado barrio de Chueca, con numerosos bares, discotecas y restaurantes de tapas. La Gran Vía está a 5 minutos a pie, y la Puerta del Sol, a 10 minutos a pie. Las estaciones de metro de Chueca y Tribunal, que conectan con el resto de la ciudad, se encuentran a 250 metros. Los clientes han destacado la zona de Centro de Madrid por: Cócteles, Paseo por senderos, Jazz",No hay link,Fuencarral Apartments,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Espacio para guardar el equipaje"",""Registro de entrada y salida exprés"",""Lavadora"",""Aire acondicionado"",""Sofá"",""Plancha"",""Cafetera/tetera"",""Cocina americana"",""Microondas"",""Televisor de pantalla plana"",""Secador de pelo""]",[],
Hostal El Brezo,"Este hotel, ubicado en la calle Princesa, frente a la estación de metro de Argüelles, ofrece habitaciones con conexión Wi-Fi gratuita. Se encuentra a 5 minutos a pie de la plaza de España, la Gran Vía y la Universidad Complutense de Madrid.",No hay link,Hostal El Brezo,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Bañera/ducha""]","[""Habitaciones de no fumadores""]",
Pension Antonio,"Su dueña es una persona encantadora, y se preocupa para procurar bienestar a sus huéspedes. Tiene habitaciones con baño compartido, siendo este, amplio e higiénico como comentaba anteriormente. Tiene muy cerca dos líneas de Metro (Plaza España y Noviciado), y a menos de una cuadra la calle de San Bernardo que permite acercarse con taxi o acceder a pie a la Gran Vía cerca de Plaza España en algunos minutos de caminata. Tiene dos supermercados a pocas cuadras y al tener frigobar, pudimos contar con bebida fresca todo el tiempo. Nos proveyeron pava eléctrica, lo que nos facilitó el desayuno y las meriendas. La pensión no cuenta con desayuno, pero hay varios lugares cercanos para tomarlo. Zona súper tranquila a toda hora.",No hay link,Pension Antonio,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Mesa de escritorio"",""Caja fuerte"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones de no fumadores""]",
Pensión Numancia,"En pleno barrio de Chamberí (zona céntrica de Madrid) y con una ubicación inmejorable Pension Numancia es una de las mejores opciones para disfrutar de su estancia en Madrid.Nuestro enclave privilegiado te permitirá estar a un paso de todo (comercios, restaurantes, y lugares de ocio) y muy bien comunicado con las principales redes de transporte (aeropuerto, estaciones de tren y autobús).",No hay link,Pensión Numancia,No disponible,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Actividades para niños (acondicionado para familias / niños)"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Mesa de escritorio"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]",
Hostal Salamanca,"Hostal situado en el centro de Madrid, la zona residencial del Barrio Salamanca, nuestro establecimiento se caracteriza por un ambiente familiar y con habitaciones renovadas y cuidadas al detalle. Disponemos de diferentes tipos de categorías de habitaciones las cuales se adaptan a todos los presupuestos.",No hay link,Hostal Salamanca,No disponible,"3,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado"",""Caja fuerte""]","[""Habitaciones de no fumadores""]",
Roisa Suites,"Roisa Suites ofrece preciosos y modernos apartamentos y áticos totalmente equipados (cocina, salón, TV, baño, amenities, etc..) con WiFi gratuita, calefacción y aire acondicionado. Nos encontramos en el en el centro Madrid, en el barrio de la Latina, a 300 metros de la Puerta de Toledo y a 800 metros de la Plaza Mayor.",No hay link,Roisa Suites,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Tronas disponibles"",""Transporte desde/al aeropuerto"",""Conserje"",""Hotel de no fumadores"",""Registro de entrada y salida exprés"",""Registro privado de entrada y salida"",""Autoservicio de lavandería"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Comedor"",""Sala de estar independiente"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Ducha a ras de suelo""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Hostal Miguel Angel,"¿Buscas donde alojarte en Madrid? Entonces no te pierdas Hostal Miguel Angel, un hotel pequeño económico que te acerca a lo mejor de Madrid.
Se ofrece wifi gratuito a los huéspedes y las habitaciones de Hostal Miguel Angel incluyen televisor de pantalla plana, aire acondicionado y frigorífico.",No hay link,Hostal Miguel Angel,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Aire acondicionado"",""Mesa de escritorio"",""Teléfono"",""Servicio despertador/reloj con alarma"",""Frigorífico"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]",[],
Pil Pil Hostel,"Tras varios años de experiencia en la ciudad de Bilbao, Pil Pil Hostel, abre sus puertas en Madrid.
Nos encontramos en el corazón de la ciudad, a escasos metros de la Gan Vía, Plaza de España y del Palacio Real,una ubicación perfecta si quieres descubrir Madrid a pie.",No hay link,Pil Pil Hostel,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Desayuno disponible"",""Actividades para niños (acondicionado para familias / niños)"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Recepción 24 horas"",""Aire acondicionado""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]",
Casa de Huéspedes Lourdes,"La búsqueda de la casa de huéspedes para familias ideal en Madrid no tiene por qué ser complicada. Bienvenido a Casa de Huéspedes Lourdes, una fantástica opción para viajeros como tú.",No hay link,Casa de Huéspedes Lourdes,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Actividades para niños (acondicionado para familias / niños)"",""Transporte desde/al aeropuerto"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Servicio de lavandería"",""Autoservicio de lavandería"",""Albornoces"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]",
Hostal Cibeles,"Hostal en Primera planta y sin ascensor, habitación con pareces sucias,almohadas incomodísimas y de mala calidad, armario de una puerta pequeñísimo para 2 personas,cortinas sucias,wifi que por la noche no funcionaba, baño con paredes sucias sin gel ni champú. Es barato pero hay cosas básicas que debería tener.No volveré a ir.",No hay link,Hostal Cibeles,No disponible,"3,5","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Hotel de no fumadores"",""Aire acondicionado"",""Caja fuerte"",""Televisor de pantalla plana""]",[],
Aspasios Abada Apartments,"He estado con mi familia en estos apartamentos y puedo decir que es el mejor apartamento que he estado en mis numerosos viajes. Ubicación perfecta al lado de todo. Bonito edificio histórico, nuevos, preciosa decoración y completo equipamiento. Maravilloso servicio. Te sientes como en un hotel de lujo. Lo recomiendo y voy a repetir en cuanto tenga oportunidad.",No hay link,Aspasios Abada Apartments,No disponible,"5,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Aire acondicionado"",""Cocina americana"",""Microondas"",""Frigorífico""]","[""Habitaciones de no fumadores""]",
Santillan II,"Bienvenido a Santillan II, tu segundo hogar en Madrid. Santillan II tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.",No hay link,Santillan II,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Aire acondicionado"",""Mesa de escritorio"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]",[],
Hostal Olga,"Si buscas un hostal económico en Madrid, no te pierdas Hostal Olga.
Como está muy cerca de conocidos puntos de referencia, como Plaza de Santa Ana (0,4 km) y Plaza Mayor (0,9 km), los huéspedes de Hostal Olga pueden acceder con facilidad a algunas de las atracciones más conocidas de Madrid.",No hay link,Hostal Olga,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Alquiler de coches"",""Espacio para guardar el equipaje"",""Conserje"",""Hotel de no fumadores"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Habitación hipoalergénica"",""Aire acondicionado"",""Mesa de escritorio"",""Zona de asientos"",""Servicio despertador/reloj con alarma"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]",
Apartamentos Dana Madrid,"El establecimiento Apartamentos Dana Madrid, situado a solo 200 metros de la Gran Vía de Madrid y de la estación de metro de Callao, ofrece apartamentos luminosos con aire acondicionado y WiFi gratuita.",No hay link,Apartamentos Dana Madrid,No disponible,"4,5","[""Aparcamiento público de pago cerca"",""Aparcamiento vigilado"",""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Actividades para niños (acondicionado para familias / niños)"",""Hotel de no fumadores"",""Aire acondicionado"",""Mesa de escritorio"",""Plancha"",""Cafetera/tetera"",""Cocina americana"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones para familias""]",
Hostal Granado,"La búsqueda del hotel pequeño para familias ideal en Madrid no tiene por qué ser difícil. Bienvenido a Hostal Granado, una fantástica opción para viajeros como tú.",No hay link,Hostal Granado,No disponible,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Máquina expendedora"",""Actividades para niños (acondicionado para familias / niños)"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Servicio de habitaciones"",""Caja fuerte"",""Cocina americana""]",[],
ApartamentosenSol,"En Apartamentos en Sol estamos encantados de recibirles. Aquí encontrarás la estancia ideal, cómoda y con la mejor ubicación, en pleno corazón de Madrid.",No hay link,ApartamentosenSol,No disponible,"4,0","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Se admiten mascotas"",""Transporte desde/al aeropuerto"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Servicio de planchado"",""Aire acondicionado"",""Agua embotellada"",""Plancha"",""Cocina americana"",""Lavavajillas"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Forever Apartments Madrid,"Reservamos para una noche de viaje exprés a Madrid y dormir en la C/Fuencarral. Pintaba bien, céntrico y usando buscadores el precio no estaba mal. La sorpresa viene cuando llegas... hay que leer muy bien LA LETRA PEQUEÑA. Extra de 35€ si llegas después de las 20h y la friolera de 49€ por gastos de limpieza. 50€ por 10h en el apartamento (aparte de los 115€ que vale la noche, precio ENGAÑOSO que aparece en los buscadores). Después no termina la cosa ahí... te hacen pagar 150€ de fianza",No hay link,Forever Apartments Madrid,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Máquina expendedora"",""Tronas disponibles"",""Transporte desde/al aeropuerto"",""Hotel de no fumadores"",""Lavadora"",""Aire acondicionado"",""Sofá"",""Perchero para la ropa"",""Plancha"",""Cafetera/tetera"",""Cocina americana"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Hostal Pan América,"¿Buscas donde alojarte en Madrid? Entonces no te pierdas Hostal Pan-America, un hotel pequeño romántico que te acerca a lo mejor de Madrid.
Las habitaciones de los huéspedes incluyen servicios como televisor de pantalla plana, aire acondicionado y mesa de escritorio, y los huéspedes pueden estar conectados con wifi gratuito que ofrece el hotel pequeño.",No hay link,Hostal Pan América,No disponible,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Máquina expendedora"",""Transporte desde/al aeropuerto"",""Hotel de no fumadores"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha""]",[],
Dana Sol Apartments,"Los Apartamentos Dana Sol ofrecen conexión Wi-Fi gratuita y balcón y se encuentran en el centro de Madrid, a solo 500 metros de la Plaza Mayor. La estación de metro de Puerta del Sol está a 190 metros.",No hay link,Dana Sol Apartments,No disponible,"4,5","[""Internet gratuito"",""Internet"",""Aire acondicionado"",""Zona de asientos"",""Sofá"",""Plancha"",""Cafetera/tetera"",""Cocina americana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]",[],
CH Galaica,"El Casa de Huéspedes Galaica está ubicado en el madrileño barrio de Salamanca, a 5 minutos a pie de numerosos bares y restaurantes. Ofrece habitaciones modernas con aire acondicionado y baño privado.",No hay link,CH Galaica,No disponible,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Aire acondicionado"",""Mesa de escritorio""]",[],
Bloom Inn Madrid,"Habitación individual, pequeña pero suficiente con baño completo, no esperaba muchas cosas que sí incluía. Televisión, nevera con obsequio de agua, hervidor de agua con café y té. Sin armario como tal pero con barra y perchas suficientes. Silla y mesa abatible para trabajar. Habitación interior y silenciosa, perfecto para dormir a pesar de estar en un barrio algo bullicioso. Situación inmejorable para hacer turismo tanto para andar como para utilizar transporte público. Cerca de restaurantes y cafeterías, además de tiendas. Precio adecuado para la situación y lo que ofrece. Trato inmejorable del personal, siempre atentos y con recepción abierta 24h. Volveré.",No hay link,Bloom Inn Madrid,No disponible,"4,5",[],[],
