descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion,lat,long
"El Hotel Petit Palace Plaza Mayor es un hotel boutique 4*, situado frente a la Plaza Mayor de Madrid. Su diseño es ideal para quienes quieren conocer el auténtico Madrid y su inigualable ambiente, historia y gastronomía, en pleno centro y a 200m de la parada de metro ""Ópera"".
Este hotel único, en plena Plaza Mayor y con todos los servicios imaginables: iPad bajo disponibilidad & wifi gratis, desayuno buffet completo, regalos para los niños… cuenta además con duchas de hidromasaje, televisiones LCD... en todas sus modernas habitaciones. Así como alquiler de bicicletas para nuestros clientes",No hay link,Petit Palace Plaza Mayor,137 €,"4,0","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Alquiler de bicicletas"",""Tronas disponibles"",""Carritos de bebé"",""Se admiten mascotas"",""Transporte desde/al aeropuerto"",""Aire acondicionado"",""Servicio de limpieza"",""Caja fuerte"",""Caja fuerte para portátiles"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle Mayor, 46, 28013, Madrid",40.4160316,-3.7091295818794983
"Bienvenido a Intur Palacio San Martín, tu segundo hogar en Madrid. Intur Palacio San Martín tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Los puntos de referencia que hay por los alrededores, como Plaza Mayor (0,4 km) y Sobrino de Botín (0,5 km) hacen de Hotel Intur Palacio San Martin un magnífico sitio donde alojarse en Madrid.
Intur Palacio San Martin es un hotel romántico con televisor de pantalla plana, minibar y aire acondicionado en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",No hay link,Intur Palacio San Martín,132 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Cafetería"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites""]","Plaza de San Martín, 5, 28013, Madrid",40.4186548,-3.7066997
"Bienvenido al hotel Petit Palace Alcalá Torre!!
El hotel se encuentra situado en el corazón del centro de Madrid, al principio de la famosa calle Alcalá, entre la calle Gran Vía y la Puerta del Sol
Este destacado edificio es una réplica del famoso rascacielos encontrado en Chicago y tiene un total de 12 plantas, con unas preciosas vistas de Madrid que empiezan a impresionar desde la quinta planta.
Sus 59 modernas habitaciones están equipadas con las últimas innovaciones tecnológicas, como pueden ser las duchas – hidromasajes, y conexión gratuita de Wifi Premium.",No hay link,Petit Palace Alcala,140 €,"4,0","[""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Alquiler de bicicletas"",""Bicicletas disponibles"",""Tronas disponibles"",""Carritos de bebé"",""Se admiten mascotas"",""Alquiler de coches"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Teléfono"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Calle de la Virgen de los Peligros, 2, 28013, Madrid",40.418353,-3.6993456
"Si buscas un hotel tranquilo en Madrid, no te pierdas Room Mate Mario.
Los puntos de referencia que hay por los alrededores, como Sobrino de Botín (0,5 km) y La Latina (0,7 km) hacen de Room Mate Mario un magnífico sitio donde alojarse en Madrid.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, aire acondicionado y minibar, y podrás estar conectado durante tu estancia, ya que Room Mate Mario Hotel ofrece wifi gratuito a los huéspedes.",No hay link,Room Mate Mario,108 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Desayuno bufé"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Lavado en seco"",""Servicio de lavandería"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites""]","Calle Campomanes, 4, 28013, Madrid",40.4362499,-3.8178833
"Inaugurado en enero de 2009, el hotel de cuatro estrellas NH Madrid Las Tablas se encuentra en una de las áreas más prestigiosas de Madrid. ¡Acceso libre al SPA para clientes del hotel!",,NH Madrid Las Tablas,87 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Cortinas opacas"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Avenida de Burgos, 131, 28050, Madrid",40.49840385,-3.6648453063739828
"Rafaelhoteles Atocha posee una privilegiada localización frente a la estación de AVE Madrid-Puerta de Atocha haciendo de este hotel un espacio ideal para la celebración de eventos y congresos, así como para el disfrute familiar y personal. El hotel cuenta con 245 habitaciones completamente equipadas con todo tipo de comodidades. Dispone de habitaciones adaptadas para minusválidos y habitaciones para fumadores. El restaurante El Azafrán, con un horario ininterrumpido de 11:00 a 23:00, le ofrece los mejores platos de la cocina mediterránea. Además cuenta con 8 salones de reuniones con capacidad para eventos de hasta 800 personas. También pueden realizarse eventos al aire libre en la terraza jardín.",No hay link,Rafaelhoteles Atocha,109 €,"4,0","[""Punto de recarga de vehículos eléctricos"",""Internet gratuito"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones interconectadas disponibles"",""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle de Méndez Álvaro, 30, 28045, Madrid",40.4014111,-3.6869801
"Tradición, vanguardia y negocios se mezclan en el ILUNION Pio XII, al norte del Paseo de la Castellana, muy cerca de la estación de Chamartín y de la M-30. Su moderna arquitectura y decoración junto con las excelentes instalaciones y servicios hacen de él la opción ideal tanto para estancias de negocios como de placer. Las amplias habitaciones del ILUNION Pío XII están decoradas en estilo contemporáneo y ofrecen conexión Wi-fi gratuita, minibar de agua gratuito, TV de plasma, TV satélite y aire acondicionado. En su restaurante podrá degustar especialidades de la cocina mediterránea con los mejores productos de temporada o tan sólo relájese y disfrute de su copa favorita en su Bar-Cafetería. La estación de Chamartín está a tan sólo 5 minutos en coche del hotel y las estaciones de metro de Pío XII y Duque de Pastrana a 10 minutos a pie del hotel. Así mismo, el hotel cuenta con una parada de autobuses justo en frente con conexión directa a la Puerta del Sol.",,ILUNION Pio XII,96 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Av. de Pío XII, 77, 28016, Madrid",40.4689343,-3.674154316574586
"Hotel bien situado, a 15 min de Atocha y al la de de Tirso De Molina y su metro. Llegamos antes de las 12 y la habitación no estaba lista por lo que dejamos las maletas. La habitación era amplia y estaba en el edificio A, mirando al interior. Cama cómoda y buena iluminación natural y artificial. Caja fuerte para ordenador y minibar. Baño amplio con bañera de la que resulta un poco alta sobretodo al salir. Secador potente y amenities. El punto negativo son las toallas. Olían mal y pedimos que nos las cambiaran y, la verdad, que las cambiaron de inmediato. Aún así al día siguiente laguna de las toallas olían mal. Les aconsejo que cambien de empresa de lavandería. El desayuno era más que aceptable teniendo en cuenta que estaba incluido en el precio. Opciones para todos los gustos,…",No hay link,Hotel Eurostars Plaza Mayor,120 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Pub/DJ"",""Centro de negocios con acceso a Internet"",""Terraza en el ático"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Aire acondicionado"",""Caja fuerte"",""Minibar"",""Frigorífico"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle del Doctor Cortezo, 10, 28012, Madrid",40.41308265,-3.703991681218869
El NH Madrid Zurbano se encuentra a sólo cuatro minutos a pie de Paseo de la Castellana y cerca del distrito financiero de Nuevos Ministerios y del centro empresarial Azca.,,NH Madrid Zurbano,115 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Masaje"",""Cortinas opacas"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites""]","Calle de Zurbano, 79-81, 28003, Madrid",40.4390277,-3.692912
"Experimenta lo mejor de España en el corazón de su capital en el NH Collection Madrid Colón. Con una ubicación óptima en el Barrio de Salamanca, ""La milla de oro"", estarás a unos pocos minutos de las áreas de compras, de negocios y culturales más apreciadas de la ciudad.",,NH Collection Madrid Colón,217 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Marqués de Zurgena, 4, 28001, Madrid",40.4257304,-3.6891596
"No permitas que te alojen el el tercer nivel si quieres dormir. Es el piso de la recepciòn y juegan al fultbolin o metegol toda la noche. Dificil descanzar, lo sientes en tu cabeza. Evidentemente quines trabajan en recepciòn no se dan cuenta de nada. No hacen contacto visual con el cliente. He ido en varias ocasiones y no mantiene su nivel. Habtaciones muy buenas, muy buen servicio de limpieza y aseo. La terraza es una excelente oportunidad para tener unas vistas excelentes de la ciudad, ademas de un lugar para tomar algo y en verano usar la pisina. Publico entre 30 y 45 en su mayoria.",,Aloft Madrid Gran Via,192 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Actividades para niños (acondicionado para familias / niños)"",""Se admiten mascotas"",""Salas de reuniones"",""Terraza en el ático"",""Aire acondicionado"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores""]","Calle Jacometrezo, 4, 28013, Madrid",40.4203418,-3.7071636995429937
"Nuestro homenaje al teatro y los grandes musicales en un espectacular hotel en Madrid centro, cerca de Sol, Gran Vía, Atocha y La Castellana. Original y al mejor precio. ¡Abierto en 2016! Habitaciones ideales para parejas, grupos, familias con niños y por qué no, también si vienes solo/a y por supuesto trae a tu mascota contigo, en Casual hay sitio para todos !Admitimos mascotas¡. Si desea disfrutar del ocio de Madrid, a menos de 100 metros del hotel encontrará bares, cervecerías y otros restaurantes. El hotel es toda una experiencia que harán de tu estancia toda una función.",No hay link,Casual del Teatro Madrid,94 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Alquiler de bicicletas"",""Tronas disponibles"",""Carritos de bebé"",""Se admiten mascotas"",""Servicio de taxi"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Teléfono"",""Armario"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Calle Echegaray, 1, 28014, Madrid",40.3283756,-3.862986
"Buen hotel, limpio y situación inmejorable. Repetiremos sin duda. Cogimos habitación con desayuno y nos sorprendió para bien. Estación de metro y buses en la puerta. Zona tranquila, calefacción y amenities variados. Lo recomendaremos y volveremos.",No hay link,Crisol Via Castellana,85 €,"3,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Cortinas opacas"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para fumadores disponibles""]","Paseo de la Castellana, 220, 28046, Madrid",40.46752255,-3.6883361319447596
"Bienvenido a NYX Hotel Madrid, tu segundo hogar en Madrid. NYX Hotel Madrid tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Los puntos de referencia de los alrededores, como Malasaña (2,5 km) y Templo de Debod (3,2 km) hacen de Gran Atlanta un magnífico sitio donde alojarse durante un viaje a Madrid.
Las habitaciones incluyen aire acondicionado y mesa de escritorio, y es posible permanecer conectado, ya que hay wifi gratuito disponible, para que disfrutes de tu descanso con comodidad.",No hay link,NYX Hotel Madrid,92 €,"3,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina en la azotea"",""Bar/salón"",""Se admiten mascotas"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Salas de reuniones"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Teléfono"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites""]","Calle del Aviador Zorita, 34, 28020, Madrid",40.4503754,-3.698103
"Con una ubicación privilegiada junto al Paseo de la Castellana, el Estadio Santiago Bernabéu y zonas comerciales y de negocio, se encuentra el Hotel Madrid Chamartín Affiliated by Meliá. Además, el Hotel cuenta con excelentes comunicaciones desde la Estación de Chamartín con todos los puntos financieros y turísticos de la ciudad de Madrid como la Plaza de España, la Puerta del Sol, el Recinto ferial de IFEMA y el Aeropuerto de Barajas de Madrid. Entre sus magníficas instalaciones destaca una piscina exterior & una piscina infantil (abiertas según temporada), 8 salas totalmente equipadas con las últimas tecnologías y con una capacidad para acoger hasta 160 personas, así como un acuerdo para nuestros clientes con un completo gimnasio externo en los bajos del Hotel.",,Hotel Madrid Chamartín Affiliated by Meliá,101 €,"4,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina exterior"",""Bar/salón"",""Instalaciones para conferencias"",""Sala de banquetes"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias"",""Habitaciones para fumadores disponibles""]","Calle Mauricio Ravel, 10, 28046, Madrid",40.4724938,-3.6864384
"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Oriente Palace Apartments es una magnífica elección para descansar. Conocido por su ambiente romántico y su proximidad a fantásticos restaurantes y atracciones, Oriente Palace Apartments te ayuda a disfrutar de lo mejor de Madrid.
Se ofrece wifi gratuito a los huéspedes y las habitaciones de Oriente Palace Apartments incluyen aire acondicionado, frigorífico y cocinita.",,Oriente Palace Apartments,97 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Bar/salón"",""Desayuno disponible"",""Actividades para niños (acondicionado para familias / niños)"",""Hotel de no fumadores"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Caja fuerte"",""Cocina americana"",""Microondas"",""TV por cable o satélite"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Suites""]","Calle de Lepanto, 6, 28013, Madrid",40.4179506,-3.7116373
"Bienvenido a Axor Feria Hotel, tu segundo hogar en Madrid. Axor Feria Hotel tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Como está muy cerca de conocidos puntos de referencia, como Sculpture of Fingers (1,7 km) y cines odeon (3,4 km), los huéspedes de Axor Feria Hotel pueden acceder con facilidad a algunas de las atracciones más conocidas de Madrid.
Axor Feria ofrece una gran variedad de servicios en la habitación, como televisor de pantalla plana, aire acondicionado y minibar, y puedes permanecer conectado, ya que hay wifi gratuito disponible.",No hay link,Axor Feria Hotel,79 €,"4,0","[""Garaje"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Cortinas opacas"",""Purificador de aire"",""Aire acondicionado"",""Caja fuerte"",""Teléfono"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Ducha a ras de suelo""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Campezo, 4, 28022, Madrid.",40.44744565,-3.583093048188691
"Todo el mundo necesita un sitio donde reposar cuando está cansado. Para aquellos que visiten Madrid, Hotel One Shot Luchana 22 es una magnífica elección para descansar. Conocido por su ambiente con encanto y su proximidad a fantásticos restaurantes y atracciones, Hotel One Shot Luchana 22 te ayuda a disfrutar de lo mejor de Madrid.
Las habitaciones de los huéspedes incluyen televisor de pantalla plana, aire acondicionado y minibar, y Hotel One Shot Luchana 22 te ayuda a que estés conectado, ya que dispone de wifi gratuito.",,Hotel One Shot Luchana 22,95 €,"4,5","[""Aparcamiento privado gratuito cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Servicio de taxi"",""Terraza en el ático"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Cortinas opacas"",""Albornoces"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Luchana, 22, 28010, Madrid",40.4303408,-3.7000607
"Bienvenido a Hotel Madrid Alameda Aeropuerto Affiliated by Melia, una fantástica opción para viajeros como tú. Las habitaciones incluyen televisor de pantalla plana, minibar y aire acondicionado, y es posible permanecer conectado, ya que hay wifi gratuito disponible, para que disfrutes de tu descanso con comodidad. Hotel Madrid Alameda Aeropuerto Affiliated by Melia ofrece recepción abierta 24 horas y servicio de habitaciones. Además, como huésped de Hotel Madrid Alameda Aeropuerto Affiliated by Melia, puedes disfrutar de gimnasio y restaurante disponibles allí mismo. Hotel Madrid Alameda Aeropuerto Affiliated by Melia está deseando darte la bienvenida cuando visites Madrid.",,Hotel Madrid Alameda Aeropuerto Affiliated by Melia,106 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Transporte gratuito desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Espacio para guardar el equipaje"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Avenida de Logroño, 100, 28042, Madrid",40.4620457,-3.5900419
"Habitación limpia, amplia y confortable. Estupendo desayuno y servicio. Cama enorme con varios tipos de almohadas. Muy buena opción para viajar a MAdrid, aunque algo mal comunicado con transporte público del centro (opción mejor Uber o Taxi)",No hay link,Hotel Eurostars Monte Real,80 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Jacuzzi"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Actividades para niños (acondicionado para familias / niños)"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Suite nupcial""]","[""Habitaciones de no fumadores"",""Suites""]","Calle Arroyofresno, 17, 28035, Madrid",40.4751656,-3.743080609630521
"Situado frente a la estación de Metro y tren de Pirámides, el hotel se presenta como la mejor opción para conocer el Madrid de los Austrias: a 15 minutos andando de los principales puntos turísticos de la ciudad. Próximo al estadio de fútbol Vicente Calderón, Madrid Río y el acceso a la M-30. Holiday Inn Madrid-Pirámides es un hotel de tres estrellas que cuenta con 93 habitaciones confortables, con wifi, TV plana y baño completo, entre otras comodidades. Además dispone de bar hall, un agradable restaurante de cocina internacional, cinco salas de reuniones (con capacidad para eventos de hasta 170 asistentes) y un luminoso hall. Se trata de un hotel acogedor, cómodo y familiar que destaca por su ambiente tranquilo y por su decoración atractiva.",No hay link,Rafaelhoteles Pirámides,84 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet gratuito"",""Desayuno disponible"",""Tronas disponibles"",""Instalaciones para conferencias"",""Sala de banquetes"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Televisor de pantalla plana"",""Bidé"",""Bañera/ducha""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Suites""]","Paseo de las Acacias, 40, 28005, Madrid",40.402704,-3.7106392
"El Hotel Eco Vía Lusitana está situado en el sur de Madrid, en una nueva zona residencial de Carabanchel Alto, junto al Polígono Empresarial de Aguacate y cercano al Parque Tecnológico de Leganés.Muy bien comunicado con el centro de la ciudad por autobús y metro, con una estación de metro (San Francisco Línea 11) a solo 150 m, que permiten llegar al centro de la capital en unos minutos.Muy cercano al centro comercial Islazul y con fácil acceso a las principales autovías y vías de circunvalación de Madrid: M40, M45, M30, A42, A4, A5.El hotel cuenta con un total de 65 cómodas habitaciones, de las cuales 61 son dobles estándar (con la opción de incorporar una cama supletoria) y 4 de categoría superior tipo Junior Suite.Además, el hotel ofrece una cafetería, terraza, salas de reuniones modulares con capacidad de hasta 120 personas, acceso Wifi gratuito en todo el hotel y parking cubierto y privado para 30 vehículos.",No hay link,Eco Via Lusitana,72 €,"3,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Actividades para niños (acondicionado para familias / niños)"",""Instalaciones para conferencias"",""Salas de reuniones"",""Conserje"",""Hotel de no fumadores"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores""]","Calle de la Secoya, 2, 28044, Madrid",40.3691279,-3.7458232
"El Hotel Madrid Plaza España Affiliated by Meliá te invita al lugar donde los musicales, las compras, la gastronomía y los principales centros culturales conviven en una calle única de gran vitalidad: La Gran Vía de Madrid. Alójate en el centro de Madrid y te asesoraremos qué hacer en esta fantástica ciudad. Entre sus magníficas instalaciones, el Hotel cuenta con un gimnasio gratuito de uso exclusivo para nuestros clientes, un parking concertado y áreas de descanso.",,Hotel Madrid Plaza España Affiliated by Meliá,117 €,"3,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Desayuno bufé"",""Canales de televisión infantiles"",""Alquiler de coches"",""Salas de reuniones"",""Espacio para guardar el equipaje"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de habitaciones"",""Caja fuerte"",""Teléfono"",""Minibar"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones de no fumadores""]","Calle Gran Vía, 74, 28013, Madrid",40.47083205,-3.871344282431271
"La ubicación es buenísima para poder ir andando a cualquier sitio. Está todo limpio y cuidan los detalles (tienes agua y café). El desayuno es buenísimo y muy abundante, el zumo recién exprimido. Tranquilo y muy cómodo. No hemos coincidido con James ni con recepción.",No hay link,Amor de Dios 17 Boutique Hotel,192 €,"4,5","[""Internet de alta velocidad gratuito (wifi)"",""Internet"",""Bar/salón"",""Actividades para niños (acondicionado para familias / niños)"",""Aire acondicionado"",""Cocina americana""]",[],"Calle Amor de Dios, 17, 28014, Madrid",40.41242975,-3.6983809892857216
"Fui al concierto de Kiss y a una ciudad como Madrid, por lo que lo use para dormir y poco más, porque le doy un excelente, sencillo pero cómodo. El que la juventud suba bebida haciendo mucho ruido de madrugada, no le quita meritos por la zona y por el dueño, muy amable.",No hay link,Hostal Pacios,93 €,"3,0","[""Internet de alta velocidad gratuito (wifi)"",""Wifi"",""Espacio para guardar el equipaje"",""Hotel de no fumadores"",""Microondas"",""Frigorífico""]","[""Habitaciones de no fumadores""]","Calle de Atocha, 28, 28012, Madrid",40.4133754,-3.7016971
"Hotel LifeStyle situado en el centro de Madrid, en el barrio de Huertas, junto a la Gran Vía y la calle Alcalá, a escasos metros de la Plaza de Cibeles y de todo el ocio nocturno.Impresionante terraza donde tomarse un coctel con vistas espectaculares a Skyline de Madrid.",,NH Collection Madrid Suecia,175 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Se admiten mascotas"",""Transporte desde/al aeropuerto"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Aire acondicionado"",""Mesa de escritorio"",""Balcón privado"",""Servicio de habitaciones"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Marqués de Casa Riera, 4, 28014, Madrid.",40.4178989,-3.696253
